COD_CLASE;COD_MARCA;DESC_MARC;COD_MODELO;DESC_MODE;COD_PARTE;ID_ELEM;DESC_ELEM;NRO_PIEZA;VALOR;FECHA
901;4;Volkswagen;32;#°*GOL 03/06 5P 3ºG L/N;3;33935;PUERTA DEL ESPEJO ELECT EMBELLEC;373/857604/A/1NN;3509.65;2023-12-04
901;4;Volkswagen;32;#°*GOL 03/06 5P 3ºG L/N;4;33969;PUERTA DEL ESPEJO MANUAL CRISTAL;373/857521//;14638.01;2023-12-04
901;4;Volkswagen;32;#°*GOL 03/06 5P 3ºG L/N;4;33970;PUERTA DEL ESPEJO MANUAL CARCAZA;373/857537/A/1NN;11753.84;2023-12-04
901;4;Volkswagen;32;#°*GOL 03/06 5P 3ºG L/N;4;34021;PUERTA DEL ESPEJO ELECTRICO;5X4/857501//;84900.45;2023-12-04
901;4;Volkswagen;32;#°*GOL 03/06 5P 3ºG L/N;4;34026;PUERTA DEL ESPEJO SIN COMANDO INT;377/857507/A/1NN;68142.75;2023-12-04
901;4;Volkswagen;32;#°*GOL 03/06 5P 3ºG L/N;4;34045;PUERTA DEL ESPEJO ELECT CRISTAL;373/857521/C/;7114.85;2023-12-04
901;4;Volkswagen;32;#°*GOL 03/06 5P 3ºG L/N;4;34050;PUERTA DEL ESPEJO ELECT CARCAZA;373/857537/B/GRU;20032.79;2023-12-04
901;4;Volkswagen;33;#°*GOL 03/06 3P 3ºG L/N;3;33853;PUERTA DEL ESPEJO MANUAL C/ CONTROL;377/857508/A/1NN;68142.75;2023-12-04
901;4;Volkswagen;33;#°*GOL 03/06 3P 3ºG L/N;3;33854;PUERTA DEL ESPEJO MANUAL CRISTAL;373/857522//;16775.07;2023-12-04
901;4;Volkswagen;33;#°*GOL 03/06 3P 3ºG L/N;3;33855;PUERTA DEL ESPEJO MANUAL CARCAZA;373/857538/B/GRU;20006.72;2023-12-04
901;4;Volkswagen;33;#°*GOL 03/06 3P 3ºG L/N;3;33906;PUERTA DEL ESPEJO ELECTRICO;377/857508/B/1NN;82945.81;2023-12-04
901;4;Volkswagen;33;#°*GOL 03/06 3P 3ºG L/N;3;33912;PUERTA DEL ESPEJO MANUAL EMBELLEC;373/857601/B/1NN;1051.16;2023-12-04
901;4;Volkswagen;33;#°*GOL 03/06 3P 3ºG L/N;3;33930;PUERTA DEL ESPEJO ELECT CARCAZA;373/857538/B/GRU;20006.72;2023-12-04
901;4;Volkswagen;33;#°*GOL 03/06 3P 3ºG L/N;3;33931;PUERTA DEL ESPEJO ELECT CRISTAL;373/857521//;14638.01;2023-12-04
901;4;Volkswagen;33;#°*GOL 03/06 3P 3ºG L/N;4;33969;PUERTA DEL ESPEJO MANUAL CRISTAL;373/857521/B/;43505.72;2023-12-04
901;4;Volkswagen;33;#°*GOL 03/06 3P 3ºG L/N;4;33970;PUERTA DEL ESPEJO MANUAL CARCAZA;373/857537/A/1NN;11753.84;2023-12-04
901;4;Volkswagen;33;#°*GOL 03/06 3P 3ºG L/N;4;34021;PUERTA DEL ESPEJO ELECTRICO;377/857507/B/1NN;82945.81;2023-12-04
901;4;Volkswagen;33;#°*GOL 03/06 3P 3ºG L/N;4;34026;PUERTA DEL ESPEJO SIN COMANDO INT;377/857501/AL/;44808.81;2023-12-04
901;4;Volkswagen;33;#°*GOL 03/06 3P 3ºG L/N;4;34027;PUERTA DEL ESPEJO MANUAL EMBELLEC;373/857601/B/1NN;1051.16;2023-12-04
901;4;Volkswagen;33;#°*GOL 03/06 3P 3ºG L/N;4;34045;PUERTA DEL ESPEJO ELECT CRISTAL;373/857521/B/;43505.72;2023-12-04
901;4;Volkswagen;33;#°*GOL 03/06 3P 3ºG L/N;4;34049;PUERTA DEL ESPEJO ELECT EMBELLEC;373/857604/A/1NN;3509.65;2023-12-04
901;4;Volkswagen;33;#°*GOL 03/06 3P 3ºG L/N;4;34050;PUERTA DEL ESPEJO ELECT CARCAZA;373/857537/B/GRU;20032.79;2023-12-04
901;4;Volkswagen;34;#°*GOL 03/06 3°G POWER 3P;3;33853;PUERTA DEL ESPEJO MANUAL C/ CONTROL;5W0/857502/F/1NN;92380.17;2023-12-04
901;4;Volkswagen;34;#°*GOL 03/06 3°G POWER 3P;3;33854;PUERTA DEL ESPEJO MANUAL CRISTAL;5Z0/857522//;14490.32;2023-12-04
901;4;Volkswagen;34;#°*GOL 03/06 3°G POWER 3P;3;33854;PUERTA DEL ESPEJO MANUAL CRISTAL;373/857521//;14638.01;2023-12-04
901;4;Volkswagen;34;#°*GOL 03/06 3°G POWER 3P;3;33855;PUERTA DEL ESPEJO MANUAL CARCAZA;373/857537/A/1NN;11753.84;2023-12-04
901;4;Volkswagen;34;#°*GOL 03/06 3°G POWER 3P;4;33968;PUERTA DEL ESPEJO MANUAL C/ CONTROL;5W0/857502/F/1NN;92380.17;2023-12-04
901;4;Volkswagen;34;#°*GOL 03/06 3°G POWER 3P;4;33969;PUERTA DEL ESPEJO MANUAL CRISTAL;373/857522/B/;43505.72;2023-12-04
901;4;Volkswagen;34;#°*GOL 03/06 3°G POWER 3P;4;33970;PUERTA DEL ESPEJO MANUAL CARCAZA;373/857538//GRU;18825.27;2023-12-04
901;4;Volkswagen;35;#°*GOL 03/06 3°G POWER 5P;3;33854;PUERTA DEL ESPEJO MANUAL CRISTAL;373/857521/B/;43505.72;2023-12-04
901;4;Volkswagen;35;#°*GOL 03/06 3°G POWER 5P;3;33855;PUERTA DEL ESPEJO MANUAL CARCAZA;373/857537/A/1NN;11753.84;2023-12-04
901;4;Volkswagen;35;#°*GOL 03/06 3°G POWER 5P;4;33969;PUERTA DEL ESPEJO MANUAL CRISTAL;373/857522/B/;43505.72;2023-12-04
901;4;Volkswagen;35;#°*GOL 03/06 3°G POWER 5P;4;33970;PUERTA DEL ESPEJO MANUAL CARCAZA;373/857537//GRU;19572.36;2023-12-04
901;4;Volkswagen;36;*SANTANA 03/07;4;33969;PUERTA DEL ESPEJO MANUAL CRISTAL;373/857521/B/;43505.72;2023-12-04
901;4;Volkswagen;37;*FOX 5P 04/10;3;33853;PUERTA DEL ESPEJO MANUAL C/ CONTROL;5Z0/857508//1NN;61219.01;2023-12-04
901;4;Volkswagen;37;*FOX 5P 04/10;3;33854;PUERTA DEL ESPEJO MANUAL CRISTAL;5Z0/857522//;14490.32;2023-12-04
901;4;Volkswagen;37;*FOX 5P 04/10;3;33855;PUERTA DEL ESPEJO MANUAL CARCAZA;5Z0/857538//1NN;8805.14;2023-12-04
901;4;Volkswagen;37;*FOX 5P 04/10;3;33906;PUERTA DEL ESPEJO ELECTRICO;5Z0/857508/J/1NN;157940.05;2023-12-04
901;4;Volkswagen;37;*FOX 5P 04/10;3;33912;PUERTA DEL ESPEJO MANUAL EMBELLEC;5Z0/857578//1NN;13633.05;2023-12-04
901;4;Volkswagen;37;*FOX 5P 04/10;3;33930;PUERTA DEL ESPEJO ELECT CARCAZA;5Z0/857538//1NN;8805.14;2023-12-04
901;4;Volkswagen;37;*FOX 5P 04/10;3;33931;PUERTA DEL ESPEJO ELECT CRISTAL;5Z0/857522//;14490.32;2023-12-04
901;4;Volkswagen;37;*FOX 5P 04/10;3;33935;PUERTA DEL ESPEJO ELECT EMBELLEC;5Z0/857578//1NN;13633.05;2023-12-04
901;4;Volkswagen;37;*FOX 5P 04/10;3;51801;PUERTA DEL ESPEJO MANUAL CARCAZA 1;5Z0/857538/A/GRU;9642.84;2023-12-04
901;4;Volkswagen;37;*FOX 5P 04/10;3;51808;PUERTA DEL ESPEJO ELECT CARCAZA 1;5Z0/857538/A/GRU;9642.84;2023-12-04
901;4;Volkswagen;37;*FOX 5P 04/10;4;33968;PUERTA DEL ESPEJO MANUAL C/ CONTROL;5Z0/857507//1NN;61271.15;2023-12-04
901;4;Volkswagen;37;*FOX 5P 04/10;4;33969;PUERTA DEL ESPEJO MANUAL CRISTAL;5Z0/857521//;13517.36;2023-12-04
901;4;Volkswagen;37;*FOX 5P 04/10;4;33970;PUERTA DEL ESPEJO MANUAL CARCAZA;5Z0/857537//1NN;9708.00;2023-12-04
901;4;Volkswagen;37;*FOX 5P 04/10;4;34021;PUERTA DEL ESPEJO ELECTRICO;5Z0/857507/A/1NN;142609.03;2023-12-04
901;4;Volkswagen;37;*FOX 5P 04/10;4;34045;PUERTA DEL ESPEJO ELECT CRISTAL;5Z0/857521//;13517.36;2023-12-04
901;4;Volkswagen;37;*FOX 5P 04/10;4;34050;PUERTA DEL ESPEJO ELECT CARCAZA;5Z0/857537//1NN;9708.00;2023-12-04
901;4;Volkswagen;37;*FOX 5P 04/10;4;51901;PUERTA DEL ESPEJO MANUAL CARCAZA 1;5Z0/857537/A/GRU;9677.59;2023-12-04
901;4;Volkswagen;37;*FOX 5P 04/10;4;51908;PUERTA DEL ESPEJO ELECT CARCAZA 1;5Z0/857537/A/GRU;9677.59;2023-12-04
901;4;Volkswagen;38;*FOX 3P 04/10;3;33853;PUERTA DEL ESPEJO MANUAL C/ CONTROL;5Z0/857508//1NN;61219.01;2023-12-04
901;4;Volkswagen;38;*FOX 3P 04/10;3;33854;PUERTA DEL ESPEJO MANUAL CRISTAL;5Z0/857522//;14490.32;2023-12-04
901;4;Volkswagen;38;*FOX 3P 04/10;3;33855;PUERTA DEL ESPEJO MANUAL CARCAZA;5Z0/857538//1NN;8805.14;2023-12-04
901;4;Volkswagen;38;*FOX 3P 04/10;3;33906;PUERTA DEL ESPEJO ELECTRICO;5Z0/857508/A/1NN;75164.41;2023-12-04
901;4;Volkswagen;38;*FOX 3P 04/10;3;33912;PUERTA DEL ESPEJO MANUAL EMBELLEC;5Z0/857578//1NN;13633.05;2023-12-04
901;4;Volkswagen;38;*FOX 3P 04/10;3;33930;PUERTA DEL ESPEJO ELECT CARCAZA;5Z0/857538//1NN;8805.14;2023-12-04
901;4;Volkswagen;38;*FOX 3P 04/10;3;33931;PUERTA DEL ESPEJO ELECT CRISTAL;5Z0/857522//;14490.32;2023-12-04
901;4;Volkswagen;38;*FOX 3P 04/10;3;33935;PUERTA DEL ESPEJO ELECT EMBELLEC;5Z0/857578//1NN;13633.05;2023-12-04
901;4;Volkswagen;38;*FOX 3P 04/10;3;51801;PUERTA DEL ESPEJO MANUAL CARCAZA 1;5Z0/857538/A/GRU;9642.84;2023-12-04
901;4;Volkswagen;38;*FOX 3P 04/10;3;51808;PUERTA DEL ESPEJO ELECT CARCAZA 1;5Z0/857538/A/GRU;9642.84;2023-12-04
901;4;Volkswagen;38;*FOX 3P 04/10;4;33968;PUERTA DEL ESPEJO MANUAL C/ CONTROL;5Z0/857507//1NN;61271.15;2023-12-04
901;4;Volkswagen;38;*FOX 3P 04/10;4;33969;PUERTA DEL ESPEJO MANUAL CRISTAL;5Z0/857521//;13517.36;2023-12-04
901;4;Volkswagen;38;*FOX 3P 04/10;4;33970;PUERTA DEL ESPEJO MANUAL CARCAZA;5Z0/857577//1NN;13712.03;2023-12-04
901;4;Volkswagen;38;*FOX 3P 04/10;4;34021;PUERTA DEL ESPEJO ELECTRICO;5Z0/857507/A/1NN;142609.03;2023-12-04
901;4;Volkswagen;38;*FOX 3P 04/10;4;34027;PUERTA DEL ESPEJO MANUAL EMBELLEC;5Z0/857537//1NN;9708.00;2023-12-04
901;4;Volkswagen;38;*FOX 3P 04/10;4;34045;PUERTA DEL ESPEJO ELECT CRISTAL;5Z0/857521//;13517.36;2023-12-04
901;4;Volkswagen;38;*FOX 3P 04/10;4;34050;PUERTA DEL ESPEJO ELECT CARCAZA;5Z0/857537//1NN;9708.00;2023-12-04
901;4;Volkswagen;38;*FOX 3P 04/10;4;51901;PUERTA DEL ESPEJO MANUAL CARCAZA 1;5Z0/857537/A/GRU;9677.59;2023-12-04
901;4;Volkswagen;38;*FOX 3P 04/10;4;51908;PUERTA DEL ESPEJO ELECT CARCAZA 1;5Z0/857537/A/GRU;9677.59;2023-12-04
901;4;Volkswagen;40;*PASSAT 05/11;3;33906;PUERTA DEL ESPEJO ELECTRICO;3C1/857508/DM/9B9;173644.46;2023-12-04
901;4;Volkswagen;40;*PASSAT 05/11;3;33915;PUERTA DEL ESPEJO ELECT MOTOR;3D0/959578/B/;63052.03;2023-12-04
901;4;Volkswagen;40;*PASSAT 05/11;3;33930;PUERTA DEL ESPEJO ELECT CARCAZA;1K0/857537//GRU;25479.30;2023-12-04
901;4;Volkswagen;40;*PASSAT 05/11;3;33931;PUERTA DEL ESPEJO ELECT CRISTAL;3C8/857522//;68701.63;2023-12-04
901;4;Volkswagen;40;*PASSAT 05/11;3;51803;PUERTA DEL ESPEJO ELECTRICO 1;3C1/857508/CN/9B9;309018.89;2023-12-04
901;4;Volkswagen;40;*PASSAT 05/11;3;69301;PUERTA DEL ESPEJO GIRO;1K0/949102//;44467.83;2023-12-04
901;4;Volkswagen;40;*PASSAT 05/11;4;34021;PUERTA DEL ESPEJO ELECTRICO;3C1/857507/DP/9B9;114297.00;2023-12-04
901;4;Volkswagen;40;*PASSAT 05/11;4;34045;PUERTA DEL ESPEJO ELECT CRISTAL;5M0/857521/C/;26348.02;2023-12-04
901;4;Volkswagen;40;*PASSAT 05/11;4;34050;PUERTA DEL ESPEJO ELECT CARCAZA;1K0/857537//GRU;25479.30;2023-12-04
901;4;Volkswagen;40;*PASSAT 05/11;4;51903;PUERTA DEL ESPEJO ELECTRICO 1;3C1/857507/CN/9B9;328361.59;2023-12-04
901;4;Volkswagen;40;*PASSAT 05/11;4;69303;PUERTA DEL ESPEJO GIRO;1K0/949101//;43445.28;2023-12-04
901;4;Volkswagen;40;*PASSAT 05/11;4;69304;PUERTA DEL ESPEJO GIRO LAMP;N/104456/02/;6099.17;2023-12-04
901;4;Volkswagen;41;#°*GOL 06/... 5P 4ºG;3;33853;PUERTA DEL ESPEJO MANUAL C/ CONTROL;5W0/857502//1NN;67326.15;2023-12-04
901;4;Volkswagen;41;#°*GOL 06/... 5P 4ºG;3;33854;PUERTA DEL ESPEJO MANUAL CRISTAL;373/857522//;16775.07;2023-12-04
901;4;Volkswagen;41;#°*GOL 06/... 5P 4ºG;3;33855;PUERTA DEL ESPEJO MANUAL CARCAZA;373/857538/C/1NN;27167.38;2023-12-04
901;4;Volkswagen;41;#°*GOL 06/... 5P 4ºG;3;33906;PUERTA DEL ESPEJO ELECTRICO;377/857508/B/1NN;82945.81;2023-12-04
901;4;Volkswagen;41;#°*GOL 06/... 5P 4ºG;3;33912;PUERTA DEL ESPEJO MANUAL EMBELLEC;373/857604/A/1NN;3509.65;2023-12-04
901;4;Volkswagen;41;#°*GOL 06/... 5P 4ºG;3;33930;PUERTA DEL ESPEJO ELECT CARCAZA;373/857538/B/GRU;20006.72;2023-12-04
901;4;Volkswagen;41;#°*GOL 06/... 5P 4ºG;3;33931;PUERTA DEL ESPEJO ELECT CRISTAL;373/857522/B/;43505.72;2023-12-04
901;4;Volkswagen;41;#°*GOL 06/... 5P 4ºG;4;33968;PUERTA DEL ESPEJO MANUAL C/ CONTROL;5W0/857502//1NN;67326.15;2023-12-04
901;4;Volkswagen;41;#°*GOL 06/... 5P 4ºG;4;33969;PUERTA DEL ESPEJO MANUAL CRISTAL;373/857521//;14638.01;2023-12-04
901;4;Volkswagen;41;#°*GOL 06/... 5P 4ºG;4;33970;PUERTA DEL ESPEJO MANUAL CARCAZA;373/857537/C/1NN;63920.36;2023-12-04
901;4;Volkswagen;41;#°*GOL 06/... 5P 4ºG;4;34021;PUERTA DEL ESPEJO ELECTRICO;377/857507/B/1NN;82945.81;2023-12-04
901;4;Volkswagen;41;#°*GOL 06/... 5P 4ºG;4;34027;PUERTA DEL ESPEJO MANUAL EMBELLEC;373/857603/A/1NN;4649.65;2023-12-04
901;4;Volkswagen;41;#°*GOL 06/... 5P 4ºG;4;34045;PUERTA DEL ESPEJO ELECT CRISTAL;373/857521//;14638.01;2023-12-04
901;4;Volkswagen;41;#°*GOL 06/... 5P 4ºG;4;34049;PUERTA DEL ESPEJO ELECT EMBELLEC;373/857603/A/1NN;4649.65;2023-12-04
901;4;Volkswagen;41;#°*GOL 06/... 5P 4ºG;4;34050;PUERTA DEL ESPEJO ELECT CARCAZA;373/857537//GRU;19572.36;2023-12-04
901;4;Volkswagen;42;#°*GOL 06/... 3P 4ºG;3;33853;PUERTA DEL ESPEJO MANUAL C/ CONTROL;377/857508/A/1NN;68142.75;2023-12-04
901;4;Volkswagen;42;#°*GOL 06/... 3P 4ºG;3;33854;PUERTA DEL ESPEJO MANUAL CRISTAL;373/857521//;14638.01;2023-12-04
901;4;Volkswagen;42;#°*GOL 06/... 3P 4ºG;3;33855;PUERTA DEL ESPEJO MANUAL CARCAZA;373/857538/A/1NN;11753.84;2023-12-04
901;4;Volkswagen;42;#°*GOL 06/... 3P 4ºG;3;33906;PUERTA DEL ESPEJO ELECTRICO;377/857507/B/1NN;82945.81;2023-12-04
901;4;Volkswagen;42;#°*GOL 06/... 3P 4ºG;3;33912;PUERTA DEL ESPEJO MANUAL EMBELLEC;373/857604//1NN;2843.09;2023-12-04
901;4;Volkswagen;42;#°*GOL 06/... 3P 4ºG;3;33930;PUERTA DEL ESPEJO ELECT CARCAZA;373/857538//GRU;18825.27;2023-12-04
901;4;Volkswagen;42;#°*GOL 06/... 3P 4ºG;4;33968;PUERTA DEL ESPEJO MANUAL C/ CONTROL;377/857507/D/1NN;137632.03;2023-12-04
901;4;Volkswagen;42;#°*GOL 06/... 3P 4ºG;4;33969;PUERTA DEL ESPEJO MANUAL CRISTAL;373/857521/B/;43505.72;2023-12-04
901;4;Volkswagen;42;#°*GOL 06/... 3P 4ºG;4;33970;PUERTA DEL ESPEJO MANUAL CARCAZA;373/857537/A/1NN;11753.84;2023-12-04
901;4;Volkswagen;42;#°*GOL 06/... 3P 4ºG;4;34021;PUERTA DEL ESPEJO ELECTRICO;377/857507/B/1NN;82945.81;2023-12-04
901;4;Volkswagen;42;#°*GOL 06/... 3P 4ºG;4;34027;PUERTA DEL ESPEJO MANUAL EMBELLEC;373/857604/A/1NN;3509.65;2023-12-04
901;4;Volkswagen;42;#°*GOL 06/... 3P 4ºG;4;34045;PUERTA DEL ESPEJO ELECT CRISTAL;373/857521//;14638.01;2023-12-04
901;4;Volkswagen;42;#°*GOL 06/... 3P 4ºG;4;34050;PUERTA DEL ESPEJO ELECT CARCAZA;373/857537//GRU;19572.36;2023-12-04
901;4;Volkswagen;43;*VENTO 06/10;3;33906;PUERTA DEL ESPEJO ELECTRICO;1K1/857508/DB/9B9;96349.45;2023-12-04
901;4;Volkswagen;43;*VENTO 06/10;3;33915;PUERTA DEL ESPEJO ELECT MOTOR;3D0/959578/B/;63052.03;2023-12-04
901;4;Volkswagen;43;*VENTO 06/10;3;33930;PUERTA DEL ESPEJO ELECT CARCAZA;1K0/857538//GRU;22794.15;2023-12-04
901;4;Volkswagen;43;*VENTO 06/10;3;33931;PUERTA DEL ESPEJO ELECT CRISTAL;5M0/857522/F/;41580.32;2023-12-04
901;4;Volkswagen;43;*VENTO 06/10;3;33935;PUERTA DEL ESPEJO ELECT EMBELLEC;1K0/857578/B/9B9;10424.69;2023-12-04
901;4;Volkswagen;43;*VENTO 06/10;3;51803;PUERTA DEL ESPEJO ELECTRICO 1;1K1/857508/CT/9B9;125530.70;2023-12-04
901;4;Volkswagen;43;*VENTO 06/10;3;51807;PUERTA DEL ESPEJO ELECT CRISTAL 1;7M3/857522/E/;63308.31;2023-12-04
901;4;Volkswagen;43;*VENTO 06/10;3;51811;PUERTA DEL ESPEJO ELECT EMBELLEC 1;1K0/857602//9B9;8836.56;2023-12-04
901;4;Volkswagen;43;*VENTO 06/10;3;69301;PUERTA DEL ESPEJO GIRO;1K0/949102//;44467.83;2023-12-04
901;4;Volkswagen;43;*VENTO 06/10;4;34021;PUERTA DEL ESPEJO ELECTRICO;1K1/857507/DJ/9B9;91018.64;2023-12-04
901;4;Volkswagen;43;*VENTO 06/10;4;34030;PUERTA DEL ESPEJO ELECT MOTOR;3D0/959578/B/;63052.03;2023-12-04
901;4;Volkswagen;43;*VENTO 06/10;4;34045;PUERTA DEL ESPEJO ELECT CRISTAL;5M0/857521/C/;26348.02;2023-12-04
901;4;Volkswagen;43;*VENTO 06/10;4;34049;PUERTA DEL ESPEJO ELECT EMBELLEC;1K0/857577/B/9B9;11554.04;2023-12-04
901;4;Volkswagen;43;*VENTO 06/10;4;34050;PUERTA DEL ESPEJO ELECT CARCAZA;1K0/857537//GRU;25479.30;2023-12-04
901;4;Volkswagen;43;*VENTO 06/10;4;51903;PUERTA DEL ESPEJO ELECTRICO 1;1K1/857507/DG/9B9;179322.52;2023-12-04
901;4;Volkswagen;43;*VENTO 06/10;4;51907;PUERTA DEL ESPEJO ELECT CRISTAL 1;7M3/857521/F/;64107.92;2023-12-04
901;4;Volkswagen;43;*VENTO 06/10;4;51911;PUERTA DEL ESPEJO ELECT EMBELLEC 1;1K0/857601//9B9;10416.55;2023-12-04
901;4;Volkswagen;43;*VENTO 06/10;4;69303;PUERTA DEL ESPEJO GIRO;1K0/949101//;43445.28;2023-12-04
901;4;Volkswagen;44;*GOLF 07/11 5P;3;33906;PUERTA DEL ESPEJO ELECTRICO;5K0/857508/AD/9B9;167084.68;2023-12-04
901;4;Volkswagen;44;*GOLF 07/11 5P;3;33915;PUERTA DEL ESPEJO ELECT MOTOR;3D0/959578/B/;63052.03;2023-12-04
901;4;Volkswagen;44;*GOLF 07/11 5P;3;33930;PUERTA DEL ESPEJO ELECT CARCAZA;5K0/857538//GRU;31969.07;2023-12-04
901;4;Volkswagen;44;*GOLF 07/11 5P;3;33931;PUERTA DEL ESPEJO ELECT CRISTAL;5K0/857522//;74864.15;2023-12-04
901;4;Volkswagen;44;*GOLF 07/11 5P;3;33935;PUERTA DEL ESPEJO ELECT EMBELLEC;3B0/857604//01C;14777.00;2023-12-04
901;4;Volkswagen;44;*GOLF 07/11 5P;3;69301;PUERTA DEL ESPEJO GIRO;5Z0/949102//;51067.18;2023-12-04
901;4;Volkswagen;44;*GOLF 07/11 5P;4;34021;PUERTA DEL ESPEJO ELECTRICO;1JE/857507/E/01C;281875.05;2023-12-04
901;4;Volkswagen;44;*GOLF 07/11 5P;4;34030;PUERTA DEL ESPEJO ELECT MOTOR;1K0/959578//;78293.80;2023-12-04
901;4;Volkswagen;44;*GOLF 07/11 5P;4;34045;PUERTA DEL ESPEJO ELECT CRISTAL;6Q0/857521/E/;20832.01;2023-12-04
901;4;Volkswagen;44;*GOLF 07/11 5P;4;34050;PUERTA DEL ESPEJO ELECT CARCAZA;1Z0/857537/A/GRU;78524.01;2023-12-04
901;4;Volkswagen;44;*GOLF 07/11 5P;4;69303;PUERTA DEL ESPEJO GIRO;5Z0/949101//;51067.18;2023-12-04
901;4;Volkswagen;45;°*GOL TREND 5P 08/13 13/16 16/;3;33853;PUERTA DEL ESPEJO MANUAL C/ CONTROL;5U1/857508/K/9B9;54156.29;2023-12-04
901;4;Volkswagen;45;°*GOL TREND 5P 08/13 13/16 16/;3;33854;PUERTA DEL ESPEJO MANUAL CRISTAL;5U1/857522//;14342.64;2023-12-04
901;4;Volkswagen;45;°*GOL TREND 5P 08/13 13/16 16/;3;33906;PUERTA DEL ESPEJO ELECTRICO;5U1/857508/A/1NN;58658.65;2023-12-04
901;4;Volkswagen;45;°*GOL TREND 5P 08/13 13/16 16/;3;33912;PUERTA DEL ESPEJO MANUAL EMBELLEC;5U1/857538//1NN;16969.74;2023-12-04
901;4;Volkswagen;45;°*GOL TREND 5P 08/13 13/16 16/;3;33931;PUERTA DEL ESPEJO ELECT CRISTAL;5U1/857522//;14342.64;2023-12-04
901;4;Volkswagen;45;°*GOL TREND 5P 08/13 13/16 16/;3;33935;PUERTA DEL ESPEJO ELECT EMBELLEC;5U1/857538//1NN;16969.74;2023-12-04
901;4;Volkswagen;45;°*GOL TREND 5P 08/13 13/16 16/;3;51802;PUERTA DEL ESPEJO MANUAL EMBELLEC 1;5U1/857538/A/GRU;26663.92;2023-12-04
901;4;Volkswagen;45;°*GOL TREND 5P 08/13 13/16 16/;3;51803;PUERTA DEL ESPEJO ELECTRICO 1;5U1/857508/M/9B9;83805.85;2023-12-04
901;4;Volkswagen;45;°*GOL TREND 5P 08/13 13/16 16/;3;51807;PUERTA DEL ESPEJO ELECT CRISTAL 1;5U1/857522/A/;16036.65;2023-12-04
901;4;Volkswagen;45;°*GOL TREND 5P 08/13 13/16 16/;3;51811;PUERTA DEL ESPEJO ELECT EMBELLEC 1;5U1/857538/A/GRU;26663.92;2023-12-04
901;4;Volkswagen;45;°*GOL TREND 5P 08/13 13/16 16/;3;65141;PUERTA DEL ESPEJO MANUAL CRISTAL 1;5U1/857522/A/;16036.65;2023-12-04
901;4;Volkswagen;45;°*GOL TREND 5P 08/13 13/16 16/;3;69301;PUERTA DEL ESPEJO GIRO;5Z0/949102//;51067.18;2023-12-04
901;4;Volkswagen;45;°*GOL TREND 5P 08/13 13/16 16/;3;80540;PUERTA DEL ESPEJO ELECT EMBELLEC 2;5Z1/857538/C/GRU;15962.82;2023-12-04
901;4;Volkswagen;45;°*GOL TREND 5P 08/13 13/16 16/;3;83061;PUERTA DEL ESPEJO MOLD INT;5U0/837974/A/1NN;5390.05;2023-12-04
901;4;Volkswagen;45;°*GOL TREND 5P 08/13 13/16 16/;4;33968;PUERTA DEL ESPEJO MANUAL C/ CONTROL;5U1/857507/K/1NN;72521.12;2023-12-04
901;4;Volkswagen;45;°*GOL TREND 5P 08/13 13/16 16/;4;33969;PUERTA DEL ESPEJO MANUAL CRISTAL;5Z1/857521//;25011.13;2023-12-04
901;4;Volkswagen;45;°*GOL TREND 5P 08/13 13/16 16/;4;34021;PUERTA DEL ESPEJO ELECTRICO;5U1/857507/A/1NN;69665.79;2023-12-04
901;4;Volkswagen;45;°*GOL TREND 5P 08/13 13/16 16/;4;34027;PUERTA DEL ESPEJO MANUAL EMBELLEC;5U1/857537//1NN;16969.74;2023-12-04
901;4;Volkswagen;45;°*GOL TREND 5P 08/13 13/16 16/;4;34045;PUERTA DEL ESPEJO ELECT CRISTAL;5U1/857521//;14342.64;2023-12-04
901;4;Volkswagen;45;°*GOL TREND 5P 08/13 13/16 16/;4;34049;PUERTA DEL ESPEJO ELECT EMBELLEC;5U1/857537//1NN;16969.74;2023-12-04
901;4;Volkswagen;45;°*GOL TREND 5P 08/13 13/16 16/;4;51902;PUERTA DEL ESPEJO MANUAL EMBELLEC 1;5U1/857537/A/GRU;26663.92;2023-12-04
901;4;Volkswagen;45;°*GOL TREND 5P 08/13 13/16 16/;4;51903;PUERTA DEL ESPEJO ELECTRICO 1;5U1/857507/P/9B9;84561.64;2023-12-04
901;4;Volkswagen;45;°*GOL TREND 5P 08/13 13/16 16/;4;51907;PUERTA DEL ESPEJO ELECT CRISTAL 1;5U1/857521/A/;13056.93;2023-12-04
901;4;Volkswagen;45;°*GOL TREND 5P 08/13 13/16 16/;4;51911;PUERTA DEL ESPEJO ELECT EMBELLEC 1;5U1/857537/A/GRU;26663.92;2023-12-04
901;4;Volkswagen;45;°*GOL TREND 5P 08/13 13/16 16/;4;65142;PUERTA DEL ESPEJO MANUAL CRISTAL 1;5U1/857521/A/;13056.93;2023-12-04
901;4;Volkswagen;45;°*GOL TREND 5P 08/13 13/16 16/;4;69303;PUERTA DEL ESPEJO GIRO;5Z0/949101//;51067.18;2023-12-04
901;4;Volkswagen;45;°*GOL TREND 5P 08/13 13/16 16/;4;80541;PUERTA DEL ESPEJO ELECT EMBELLEC 2;5Z1/857537/A/GRU;15962.82;2023-12-04
901;4;Volkswagen;45;°*GOL TREND 5P 08/13 13/16 16/;4;83063;PUERTA DEL ESPEJO MOLD INT;5U0/837973/A/1NN;5390.05;2023-12-04
