COD_CLASE;COD_MARCA;DESC_MARC;COD_MODELO;DESC_MODE;COD_PARTE;ID_ELEM;DESC_ELEM;NRO_PIEZA;VALOR;FECHA
901;25;Honda / Acura;6;*FIT / JAZZ 03/09;3;33906;PUERTA DEL ESPEJO ELECTRICO;76200-SAD-M22ZZ;70571.70;2023-12-04
901;25;Honda / Acura;6;*FIT / JAZZ 03/09;3;33931;PUERTA DEL ESPEJO ELECT CRISTAL;76253-SAD-M21;8664.00;2023-12-04
901;25;Honda / Acura;6;*FIT / JAZZ 03/09;4;34021;PUERTA DEL ESPEJO ELECTRICO;76250-SAD-M22ZZ;82484.70;2023-12-04
901;25;Honda / Acura;6;*FIT / JAZZ 03/09;4;34045;PUERTA DEL ESPEJO ELECT CRISTAL;76253-SAD-M21;8664.00;2023-12-04
901;25;Honda / Acura;8;ACCORD 4P 98/04;3;33906;PUERTA DEL ESPEJO ELECTRICO;76200-S84-K21ZB;140168.70;2023-12-04
901;25;Honda / Acura;10;*CIVIC 4P 06/09 09/12;3;33906;PUERTA DEL ESPEJO ELECTRICO;76200-SNJ-M01ZZ;114057.00;2023-12-04
901;25;Honda / Acura;10;*CIVIC 4P 06/09 09/12;3;33930;PUERTA DEL ESPEJO ELECT CARCAZA;76206-SNJ-M11ZB;26362.50;2023-12-04
901;25;Honda / Acura;10;*CIVIC 4P 06/09 09/12;3;33931;PUERTA DEL ESPEJO ELECT CRISTAL;76203-SNJ-M01;55044.90;2023-12-04
901;25;Honda / Acura;10;*CIVIC 4P 06/09 09/12;3;51803;PUERTA DEL ESPEJO ELECTRICO 1;76200-SNJ-M11ZZ;170566.80;2023-12-04
901;25;Honda / Acura;10;*CIVIC 4P 06/09 09/12;3;69301;PUERTA DEL ESPEJO GIRO;34300-SNB-013;56846.10;2023-12-04
901;25;Honda / Acura;10;*CIVIC 4P 06/09 09/12;4;34021;PUERTA DEL ESPEJO ELECTRICO;76250-SNJ-M01ZZ;114057.00;2023-12-04
901;25;Honda / Acura;10;*CIVIC 4P 06/09 09/12;4;34045;PUERTA DEL ESPEJO ELECT CRISTAL;76253-SNJ-M01;57250.80;2023-12-04
901;25;Honda / Acura;10;*CIVIC 4P 06/09 09/12;4;34050;PUERTA DEL ESPEJO ELECT CARCAZA;76256-SNJ-M01ZA;24116.70;2023-12-04
901;25;Honda / Acura;10;*CIVIC 4P 06/09 09/12;4;51903;PUERTA DEL ESPEJO ELECTRICO 1;76250-SNJ-M11ZZ;170566.80;2023-12-04
901;25;Honda / Acura;10;*CIVIC 4P 06/09 09/12;4;69303;PUERTA DEL ESPEJO GIRO;34350-SNB-013;30033.30;2023-12-04
901;25;Honda / Acura;11;*LEGEND 06/11;3;33906;PUERTA DEL ESPEJO ELECTRICO;76200-SJA-G02ZE;437463.60;2023-12-04
901;25;Honda / Acura;11;*LEGEND 06/11;3;33930;PUERTA DEL ESPEJO ELECT CARCAZA;76201-SJA-G01ZC;65265.00;2023-12-04
901;25;Honda / Acura;13;ACCORD 04/06;3;33906;PUERTA DEL ESPEJO ELECTRICO;76200-SDA-A13ZA;123678.60;2023-12-04
901;25;Honda / Acura;13;ACCORD 04/06;4;34021;PUERTA DEL ESPEJO ELECTRICO;76250-SDA-A13ZA;129127.80;2023-12-04
901;25;Honda / Acura;13;ACCORD 04/06;4;34050;PUERTA DEL ESPEJO ELECT CARCAZA;76251-SDA-A11ZB;31355.70;2023-12-04
901;25;Honda / Acura;15;CIVIC HATCHBACK 96/01;3;33906;PUERTA DEL ESPEJO ELECTRICO;76200-S03-D15;93759.30;2023-12-04
901;25;Honda / Acura;17;ACCORD 06/08;3;33906;PUERTA DEL ESPEJO ELECTRICO;76208-TA5-A01;171894.90;2023-12-04
901;25;Honda / Acura;17;ACCORD 06/08;4;34021;PUERTA DEL ESPEJO ELECTRICO;76250-SDA-A11ZC;106664.10;2023-12-04
901;25;Honda / Acura;18;ACCORD 08/12 Y 13/16 Y 16/17;3;33906;PUERTA DEL ESPEJO ELECTRICO;76208-TA5-A01;171894.90;2023-12-04
901;25;Honda / Acura;18;ACCORD 08/12 Y 13/16 Y 16/17;3;33930;PUERTA DEL ESPEJO ELECT CARCAZA;76201-TA0-A01ZD;35123.40;2023-12-04
901;25;Honda / Acura;18;ACCORD 08/12 Y 13/16 Y 16/17;3;33931;PUERTA DEL ESPEJO ELECT CRISTAL;76203-TA0-A01;32176.50;2023-12-04
901;25;Honda / Acura;18;ACCORD 08/12 Y 13/16 Y 16/17;4;34021;PUERTA DEL ESPEJO ELECTRICO;76258-TA5-A01;165790.20;2023-12-04
901;25;Honda / Acura;18;ACCORD 08/12 Y 13/16 Y 16/17;4;34045;PUERTA DEL ESPEJO ELECT CRISTAL;76253-TA5-A01;22948.20;2023-12-04
901;25;Honda / Acura;18;ACCORD 08/12 Y 13/16 Y 16/17;4;34050;PUERTA DEL ESPEJO ELECT CARCAZA;76256-TA0-A01;16125.30;2023-12-04
901;25;Honda / Acura;19;*FIT 09/12 Y 12/17;3;33906;PUERTA DEL ESPEJO ELECTRICO;76208-TJ0-M01;92448.30;2023-12-04
901;25;Honda / Acura;19;*FIT 09/12 Y 12/17;3;33930;PUERTA DEL ESPEJO ELECT CARCAZA;76205-TF0-E11;8607.00;2023-12-04
901;25;Honda / Acura;19;*FIT 09/12 Y 12/17;3;33931;PUERTA DEL ESPEJO ELECT CRISTAL;76203-TF0-M11;10738.80;2023-12-04
901;25;Honda / Acura;19;*FIT 09/12 Y 12/17;3;33935;PUERTA DEL ESPEJO ELECT EMBELLEC;76201-TF0-E11;21107.10;2023-12-04
901;25;Honda / Acura;19;*FIT 09/12 Y 12/17;3;51803;PUERTA DEL ESPEJO ELECTRICO 1;76208-TJ0-M11;175109.70;2023-12-04
901;25;Honda / Acura;19;*FIT 09/12 Y 12/17;3;51811;PUERTA DEL ESPEJO ELECT EMBELLEC 1;76201-TF0-M01;21107.10;2023-12-04
901;25;Honda / Acura;19;*FIT 09/12 Y 12/17;3;69301;PUERTA DEL ESPEJO GIRO;34300-TF0-003;25832.40;2023-12-04
901;25;Honda / Acura;19;*FIT 09/12 Y 12/17;4;34021;PUERTA DEL ESPEJO ELECTRICO;76258-TJ0-M01;96677.70;2023-12-04
901;25;Honda / Acura;19;*FIT 09/12 Y 12/17;4;34045;PUERTA DEL ESPEJO ELECT CRISTAL;76253-TF0-M11;14956.80;2023-12-04
901;25;Honda / Acura;19;*FIT 09/12 Y 12/17;4;34049;PUERTA DEL ESPEJO ELECT EMBELLEC;76251-TF0-E11;21107.10;2023-12-04
901;25;Honda / Acura;19;*FIT 09/12 Y 12/17;4;34050;PUERTA DEL ESPEJO ELECT CARCAZA;76255-TF0-E11;13252.50;2023-12-04
901;25;Honda / Acura;19;*FIT 09/12 Y 12/17;4;51903;PUERTA DEL ESPEJO ELECTRICO 1;76258-TJ0-M11;175109.70;2023-12-04
901;25;Honda / Acura;19;*FIT 09/12 Y 12/17;4;51911;PUERTA DEL ESPEJO ELECT EMBELLEC 1;76251-TF0-M01;18593.40;2023-12-04
901;25;Honda / Acura;19;*FIT 09/12 Y 12/17;4;69303;PUERTA DEL ESPEJO GIRO;34350-TF0-003;29064.30;2023-12-04
901;25;Honda / Acura;22;*CITY 09/12 12/15;3;33906;PUERTA DEL ESPEJO ELECTRICO;76208-TM0-Y31;155285.10;2023-12-04
901;25;Honda / Acura;22;*CITY 09/12 12/15;3;33915;PUERTA DEL ESPEJO ELECT MOTOR;76210-TM0-T01;145885.80;2023-12-04
901;25;Honda / Acura;22;*CITY 09/12 12/15;3;33930;PUERTA DEL ESPEJO ELECT CARCAZA;76201-TM0-T21;25695.60;2023-12-04
901;25;Honda / Acura;22;*CITY 09/12 12/15;3;33931;PUERTA DEL ESPEJO ELECT CRISTAL;76253-TM0-T01;18171.60;2023-12-04
901;25;Honda / Acura;22;*CITY 09/12 12/15;3;51803;PUERTA DEL ESPEJO ELECTRICO 1;76208-TM0-Y41;236675.40;2023-12-04
901;25;Honda / Acura;22;*CITY 09/12 12/15;3;69301;PUERTA DEL ESPEJO GIRO;34350-TM0-T01;40595.40;2023-12-04
901;25;Honda / Acura;22;*CITY 09/12 12/15;4;34021;PUERTA DEL ESPEJO ELECTRICO;76258-TM0-T01;81116.70;2023-12-04
901;25;Honda / Acura;22;*CITY 09/12 12/15;4;34045;PUERTA DEL ESPEJO ELECT CRISTAL;76253-TM0-T01;18171.60;2023-12-04
901;25;Honda / Acura;22;*CITY 09/12 12/15;4;34050;PUERTA DEL ESPEJO ELECT CARCAZA;76251-TM0-T21;25695.60;2023-12-04
901;25;Honda / Acura;22;*CITY 09/12 12/15;4;51903;PUERTA DEL ESPEJO ELECTRICO 1;76258-TM0-Y41;198388.50;2023-12-04
901;25;Honda / Acura;22;*CITY 09/12 12/15;4;69303;PUERTA DEL ESPEJO GIRO;34350-TM0-T01;40595.40;2023-12-04
901;25;Honda / Acura;23;*CIVIC 12/16 Y 16/17;3;33906;PUERTA DEL ESPEJO ELECTRICO;76208-TR0-Y22;132006.30;2023-12-04
901;25;Honda / Acura;23;*CIVIC 12/16 Y 16/17;3;33930;PUERTA DEL ESPEJO ELECT CARCAZA;76201-TR0-A01ZB;33766.80;2023-12-04
901;25;Honda / Acura;23;*CIVIC 12/16 Y 16/17;3;33931;PUERTA DEL ESPEJO ELECT CRISTAL;76203-TR0-U01;24059.70;2023-12-04
901;25;Honda / Acura;23;*CIVIC 12/16 Y 16/17;3;33935;PUERTA DEL ESPEJO ELECT EMBELLEC;76202-TR0-A21ZB;10476.60;2023-12-04
901;25;Honda / Acura;23;*CIVIC 12/16 Y 16/17;3;51803;PUERTA DEL ESPEJO ELECTRICO 1;76208-TR0-M21;272716.50;2023-12-04
901;25;Honda / Acura;23;*CIVIC 12/16 Y 16/17;4;34021;PUERTA DEL ESPEJO ELECTRICO;76258-TR0-Y01;122424.60;2023-12-04
901;25;Honda / Acura;23;*CIVIC 12/16 Y 16/17;4;34045;PUERTA DEL ESPEJO ELECT CRISTAL;76253-TR0-U21;60682.20;2023-12-04
901;25;Honda / Acura;23;*CIVIC 12/16 Y 16/17;4;34049;PUERTA DEL ESPEJO ELECT EMBELLEC;76202-TR0-A21;23985.60;2023-12-04
901;25;Honda / Acura;23;*CIVIC 12/16 Y 16/17;4;34050;PUERTA DEL ESPEJO ELECT CARCAZA;76201-TR0-A01ZB;33766.80;2023-12-04
901;25;Honda / Acura;23;*CIVIC 12/16 Y 16/17;4;51903;PUERTA DEL ESPEJO ELECTRICO 1;76258-TR0-M21;272716.50;2023-12-04
901;25;Honda / Acura;24;*CIVIC 17/...;3;33906;PUERTA DEL ESPEJO ELECTRICO;76208-TEM-M01;64563.90;2023-12-04
901;25;Honda / Acura;24;*CIVIC 17/...;3;33930;PUERTA DEL ESPEJO ELECT CARCAZA;76201-TBA-A11;19596.60;2023-12-04
901;25;Honda / Acura;24;*CIVIC 17/...;3;33931;PUERTA DEL ESPEJO ELECT CRISTAL;76203-T7T-M01;66114.30;2023-12-04
901;25;Honda / Acura;24;*CIVIC 17/...;3;51803;PUERTA DEL ESPEJO ELECTRICO 1;76208-TEK-M21;239457.00;2023-12-04
901;25;Honda / Acura;24;*CIVIC 17/...;3;51804;PUERTA DEL ESPEJO ELECTRICO 2;76208-TEK-M41;381016.50;2023-12-04
901;25;Honda / Acura;24;*CIVIC 17/...;4;34021;PUERTA DEL ESPEJO ELECTRICO;76258-TEM-M01;64563.90;2023-12-04
901;25;Honda / Acura;24;*CIVIC 17/...;4;34045;PUERTA DEL ESPEJO ELECT CRISTAL;76253-T7T-M01;56487.00;2023-12-04
901;25;Honda / Acura;24;*CIVIC 17/...;4;34050;PUERTA DEL ESPEJO ELECT CARCAZA;76251-TBA-A11ZV;25604.40;2023-12-04
901;25;Honda / Acura;24;*CIVIC 17/...;4;51903;PUERTA DEL ESPEJO ELECTRICO 1;76258-TEK-M21;216349.20;2023-12-04
901;25;Honda / Acura;24;*CIVIC 17/...;4;51904;PUERTA DEL ESPEJO ELECTRICO 2;76258-TEK-M41;261419.10;2023-12-04
901;25;Honda / Acura;25;*FIT 17/19 MEX Y 19/... BRAS;3;33906;PUERTA DEL ESPEJO ELECTRICO;76208-T5R-P01;159645.60;2023-12-04
901;25;Honda / Acura;25;*FIT 17/19 MEX Y 19/... BRAS;3;33930;PUERTA DEL ESPEJO ELECT CARCAZA;76201-T5R-P01ZJ;28277.70;2023-12-04
901;25;Honda / Acura;25;*FIT 17/19 MEX Y 19/... BRAS;3;33935;PUERTA DEL ESPEJO ELECT EMBELLEC;76202-T5A-G31;3043.80;2023-12-04
901;25;Honda / Acura;25;*FIT 17/19 MEX Y 19/... BRAS;3;51808;PUERTA DEL ESPEJO ELECT CARCAZA 1;76205-T5R-P01;15880.20;2023-12-04
901;25;Honda / Acura;25;*FIT 17/19 MEX Y 19/... BRAS;3;69301;PUERTA DEL ESPEJO GIRO;34300-T2A-A02;37260.90;2023-12-04
901;25;Honda / Acura;25;*FIT 17/19 MEX Y 19/... BRAS;4;34021;PUERTA DEL ESPEJO ELECTRICO;76258-T5R-P11;136013.40;2023-12-04
901;25;Honda / Acura;25;*FIT 17/19 MEX Y 19/... BRAS;4;34045;PUERTA DEL ESPEJO ELECT CRISTAL;76253-T5R-A41;22765.80;2023-12-04
901;25;Honda / Acura;25;*FIT 17/19 MEX Y 19/... BRAS;4;34050;PUERTA DEL ESPEJO ELECT CARCAZA;76251-T5R-P01ZB;22230.00;2023-12-04
901;25;Honda / Acura;25;*FIT 17/19 MEX Y 19/... BRAS;4;51908;PUERTA DEL ESPEJO ELECT CARCAZA 1;76255-T5R-P01;24743.70;2023-12-04
901;25;Honda / Acura;25;*FIT 17/19 MEX Y 19/... BRAS;4;69303;PUERTA DEL ESPEJO GIRO;34350-T2A-A02;37260.90;2023-12-04
901;25;Honda / Acura;26;WR-V 18/...;3;33906;PUERTA DEL ESPEJO ELECTRICO;76208-T5N-M22;139712.70;2023-12-04
901;25;Honda / Acura;26;WR-V 18/...;3;33930;PUERTA DEL ESPEJO ELECT CARCAZA;76201-T5A-J31ZH;72595.20;2023-12-04
901;25;Honda / Acura;26;WR-V 18/...;3;33931;PUERTA DEL ESPEJO ELECT CRISTAL;76203-T5N-M11;8037.00;2023-12-04
901;25;Honda / Acura;26;WR-V 18/...;4;34021;PUERTA DEL ESPEJO ELECTRICO;76258-T5N-M22;139712.70;2023-12-04
901;25;Honda / Acura;26;WR-V 18/...;4;34045;PUERTA DEL ESPEJO ELECT CRISTAL;76253-T5N-M11;9467.70;2023-12-04
901;25;Honda / Acura;26;WR-V 18/...;4;34050;PUERTA DEL ESPEJO ELECT CARCAZA;76251-T5A-J31ZH;72965.70;2023-12-04
901;28;Mercedes Benz;1;*CLASE A 99/06 W168;3;33906;PUERTA DEL ESPEJO ELECTRICO;A1688101476;186960.00;2023-12-04
901;28;Mercedes Benz;1;*CLASE A 99/06 W168;3;33915;PUERTA DEL ESPEJO ELECT MOTOR;A2028208442;89729.40;2023-12-04
901;28;Mercedes Benz;1;*CLASE A 99/06 W168;3;33930;PUERTA DEL ESPEJO ELECT CARCAZA;A16881002797C45;68145.40;2023-12-04
901;28;Mercedes Benz;1;*CLASE A 99/06 W168;3;33931;PUERTA DEL ESPEJO ELECT CRISTAL;A1688101421;31771.80;2023-12-04
901;28;Mercedes Benz;1;*CLASE A 99/06 W168;3;51808;PUERTA DEL ESPEJO ELECT CARCAZA 1;A16881004649999;58782.20;2023-12-04
901;28;Mercedes Benz;1;*CLASE A 99/06 W168;3;69301;PUERTA DEL ESPEJO GIRO;A1708201721;117328.80;2023-12-04
901;28;Mercedes Benz;1;*CLASE A 99/06 W168;4;34021;PUERTA DEL ESPEJO ELECTRICO;A1688101376;186960.00;2023-12-04
901;28;Mercedes Benz;1;*CLASE A 99/06 W168;4;34030;PUERTA DEL ESPEJO ELECT MOTOR;A2028208342;66644.40;2023-12-04
901;28;Mercedes Benz;1;*CLASE A 99/06 W168;4;34045;PUERTA DEL ESPEJO ELECT CRISTAL;A1688101321;33683.20;2023-12-04
901;28;Mercedes Benz;1;*CLASE A 99/06 W168;4;34050;PUERTA DEL ESPEJO ELECT CARCAZA;A16881001797C45;68145.40;2023-12-04
901;28;Mercedes Benz;1;*CLASE A 99/06 W168;4;51908;PUERTA DEL ESPEJO ELECT CARCAZA 1;A16881003647C45;58782.20;2023-12-04
901;28;Mercedes Benz;1;*CLASE A 99/06 W168;4;69303;PUERTA DEL ESPEJO GIRO;A1708201721;117328.80;2023-12-04
901;28;Mercedes Benz;2;CLASE C 94/00 W202;3;33906;PUERTA DEL ESPEJO ELECTRICO;A2108106416;341821.40;2023-12-04
901;28;Mercedes Benz;2;CLASE C 94/00 W202;4;34021;PUERTA DEL ESPEJO ELECTRICO;A2028100116;361034.20;2023-12-04
901;28;Mercedes Benz;2;CLASE C 94/00 W202;4;34030;PUERTA DEL ESPEJO ELECT MOTOR;A2028208342;66644.40;2023-12-04
901;28;Mercedes Benz;2;CLASE C 94/00 W202;4;34045;PUERTA DEL ESPEJO ELECT CRISTAL;A2028100721;392692.00;2023-12-04
901;28;Mercedes Benz;2;CLASE C 94/00 W202;4;34050;PUERTA DEL ESPEJO ELECT CARCAZA;A21081101603572;81855.80;2023-12-04
901;28;Mercedes Benz;5;190 84/92 W201;3;33931;PUERTA DEL ESPEJO ELECT CRISTAL;A2018102421;449000.40;2023-12-04
901;28;Mercedes Benz;5;190 84/92 W201;4;34021;PUERTA DEL ESPEJO ELECTRICO;A1248104916;409138.40;2023-12-04
901;28;Mercedes Benz;5;190 84/92 W201;4;34045;PUERTA DEL ESPEJO ELECT CRISTAL;A1248101321;280177.80;2023-12-04
901;28;Mercedes Benz;6;CLASE E 95/03 W210;3;33906;PUERTA DEL ESPEJO ELECTRICO;A2108101016;726875.40;2023-12-04
901;28;Mercedes Benz;6;CLASE E 95/03 W210;3;33930;PUERTA DEL ESPEJO ELECT CARCAZA;A21081102603572;68115.00;2023-12-04
901;28;Mercedes Benz;6;CLASE E 95/03 W210;4;34021;PUERTA DEL ESPEJO ELECTRICO;A1248107716;718317.80;2023-12-04
901;28;Mercedes Benz;6;CLASE E 95/03 W210;4;34050;PUERTA DEL ESPEJO ELECT CARCAZA;A12481007797167;85978.80;2023-12-04
901;28;Mercedes Benz;12;CLASE C 00/04 Y 04/07 W203;3;33906;PUERTA DEL ESPEJO ELECTRICO;A2108106416;341821.40;2023-12-04
901;28;Mercedes Benz;12;CLASE C 00/04 Y 04/07 W203;3;33930;PUERTA DEL ESPEJO ELECT CARCAZA;A21081102603572;68115.00;2023-12-04
901;28;Mercedes Benz;12;CLASE C 00/04 Y 04/07 W203;3;33931;PUERTA DEL ESPEJO ELECT CRISTAL;A2028100421;244108.20;2023-12-04
901;28;Mercedes Benz;12;CLASE C 00/04 Y 04/07 W203;3;51803;PUERTA DEL ESPEJO ELECTRICO 1;A2038106476;182791.40;2023-12-04
901;28;Mercedes Benz;12;CLASE C 00/04 Y 04/07 W203;3;51807;PUERTA DEL ESPEJO ELECT CRISTAL 1;A2038100221;102919.20;2023-12-04
901;28;Mercedes Benz;12;CLASE C 00/04 Y 04/07 W203;3;51808;PUERTA DEL ESPEJO ELECT CARCAZA 1;A20381104609189;179713.40;2023-12-04
901;28;Mercedes Benz;12;CLASE C 00/04 Y 04/07 W203;3;69301;PUERTA DEL ESPEJO GIRO;A2038201021;153763.20;2023-12-04
901;28;Mercedes Benz;12;CLASE C 00/04 Y 04/07 W203;3;69479;PUERTA DEL ESPEJO LUZ DE CORTESIA;A2038201621;55255.80;2023-12-04
901;28;Mercedes Benz;12;CLASE C 00/04 Y 04/07 W203;4;34021;PUERTA DEL ESPEJO ELECTRICO;A2108105716;472207.00;2023-12-04
901;28;Mercedes Benz;12;CLASE C 00/04 Y 04/07 W203;4;34045;PUERTA DEL ESPEJO ELECT CRISTAL;A2038100121;102919.20;2023-12-04
901;28;Mercedes Benz;12;CLASE C 00/04 Y 04/07 W203;4;34050;PUERTA DEL ESPEJO ELECT CARCAZA;A21081101609199;87430.40;2023-12-04
901;28;Mercedes Benz;12;CLASE C 00/04 Y 04/07 W203;4;51903;PUERTA DEL ESPEJO ELECTRICO 1;A2038106776;310547.40;2023-12-04
901;28;Mercedes Benz;12;CLASE C 00/04 Y 04/07 W203;4;51907;PUERTA DEL ESPEJO ELECT CRISTAL 1;A2038100321;429460.80;2023-12-04
901;28;Mercedes Benz;12;CLASE C 00/04 Y 04/07 W203;4;69303;PUERTA DEL ESPEJO GIRO;A2038200121;153763.20;2023-12-04
901;28;Mercedes Benz;12;CLASE C 00/04 Y 04/07 W203;4;69480;PUERTA DEL ESPEJO LUZ DE CORTESIA;A2038201521;55255.80;2023-12-04
901;28;Mercedes Benz;13;CLASE S 99/06 W220;4;34021;PUERTA DEL ESPEJO ELECTRICO;A2208100176;229178.00;2023-12-04
901;28;Mercedes Benz;13;CLASE S 99/06 W220;4;34045;PUERTA DEL ESPEJO ELECT CRISTAL;A2208100121;623146.80;2023-12-04
901;28;Mercedes Benz;13;CLASE S 99/06 W220;4;34050;PUERTA DEL ESPEJO ELECT CARCAZA;A22081001649999;199082.00;2023-12-04
901;28;Mercedes Benz;23;CLASE E 09/13 W212;3;33906;PUERTA DEL ESPEJO ELECTRICO;A2128101876;458090.00;2023-12-04
901;28;Mercedes Benz;23;CLASE E 09/13 W212;3;33930;PUERTA DEL ESPEJO ELECT CARCAZA;A21281008649149;259000.40;2023-12-04
901;28;Mercedes Benz;23;CLASE E 09/13 W212;3;33931;PUERTA DEL ESPEJO ELECT CRISTAL;A2128102521;141341.00;2023-12-04
901;28;Mercedes Benz;23;CLASE E 09/13 W212;3;33935;PUERTA DEL ESPEJO ELECT EMBELLEC;A21281001159040;107521.00;2023-12-04
901;28;Mercedes Benz;23;CLASE E 09/13 W212;4;34021;PUERTA DEL ESPEJO ELECTRICO;A2128102176;458090.00;2023-12-04
901;28;Mercedes Benz;23;CLASE E 09/13 W212;4;34045;PUERTA DEL ESPEJO ELECT CRISTAL;A2128101821;486878.80;2023-12-04
901;28;Mercedes Benz;23;CLASE E 09/13 W212;4;34049;PUERTA DEL ESPEJO ELECT EMBELLEC;A21281000159040;107521.00;2023-12-04
901;28;Mercedes Benz;23;CLASE E 09/13 W212;4;34050;PUERTA DEL ESPEJO ELECT CARCAZA;A21281009647755;259000.40;2023-12-04
901;28;Mercedes Benz;27;*CLASE C 07/11/13/14 W204;3;33906;PUERTA DEL ESPEJO ELECTRICO;A2048100276;207035.40;2023-12-04
901;28;Mercedes Benz;27;*CLASE C 07/11/13/14 W204;3;33915;PUERTA DEL ESPEJO ELECT MOTOR;A1718200942;70870.00;2023-12-04
901;28;Mercedes Benz;27;*CLASE C 07/11/13/14 W204;3;33930;PUERTA DEL ESPEJO ELECT CARCAZA;A21281060009197;259000.40;2023-12-04
901;28;Mercedes Benz;27;*CLASE C 07/11/13/14 W204;3;33931;PUERTA DEL ESPEJO ELECT CRISTAL;A2128102521;141341.00;2023-12-04
901;28;Mercedes Benz;27;*CLASE C 07/11/13/14 W204;3;33935;PUERTA DEL ESPEJO ELECT EMBELLEC;A2048100215;47781.20;2023-12-04
901;28;Mercedes Benz;27;*CLASE C 07/11/13/14 W204;3;51803;PUERTA DEL ESPEJO ELECTRICO 1;A2048101876;357317.80;2023-12-04
901;28;Mercedes Benz;27;*CLASE C 07/11/13/14 W204;3;51807;PUERTA DEL ESPEJO ELECT CRISTAL 1;A2128102521;141341.00;2023-12-04
901;28;Mercedes Benz;27;*CLASE C 07/11/13/14 W204;3;69301;PUERTA DEL ESPEJO GIRO;A2048200821;54644.00;2023-12-04
901;28;Mercedes Benz;27;*CLASE C 07/11/13/14 W204;4;34021;PUERTA DEL ESPEJO ELECTRICO;A2048100476;401485.20;2023-12-04
901;28;Mercedes Benz;27;*CLASE C 07/11/13/14 W204;4;34030;PUERTA DEL ESPEJO ELECT MOTOR;A1718200942;70870.00;2023-12-04
901;28;Mercedes Benz;27;*CLASE C 07/11/13/14 W204;4;34045;PUERTA DEL ESPEJO ELECT CRISTAL;A2128101721;137221.80;2023-12-04
901;28;Mercedes Benz;27;*CLASE C 07/11/13/14 W204;4;34049;PUERTA DEL ESPEJO ELECT EMBELLEC;A2048100115;47781.20;2023-12-04
901;28;Mercedes Benz;27;*CLASE C 07/11/13/14 W204;4;34050;PUERTA DEL ESPEJO ELECT CARCAZA;A21281009645890;259000.40;2023-12-04
901;28;Mercedes Benz;27;*CLASE C 07/11/13/14 W204;4;51903;PUERTA DEL ESPEJO ELECTRICO 1;A2048102976;267577.00;2023-12-04
901;28;Mercedes Benz;27;*CLASE C 07/11/13/14 W204;4;51907;PUERTA DEL ESPEJO ELECT CRISTAL 1;A2128101821;486878.80;2023-12-04
901;28;Mercedes Benz;27;*CLASE C 07/11/13/14 W204;4;69303;PUERTA DEL ESPEJO GIRO;A2048200721;54644.00;2023-12-04
901;28;Mercedes Benz;30;CLASE A 12/17 Y 17/18 5P;3;33906;PUERTA DEL ESPEJO ELECTRICO;A1768100276;276043.40;2023-12-04
901;28;Mercedes Benz;30;CLASE A 12/17 Y 17/18 5P;3;33915;PUERTA DEL ESPEJO ELECT MOTOR;A2468200542;69969.40;2023-12-04
901;28;Mercedes Benz;30;CLASE A 12/17 Y 17/18 5P;3;33930;PUERTA DEL ESPEJO ELECT CARCAZA;A24681102607787;125403.80;2023-12-04
901;28;Mercedes Benz;30;CLASE A 12/17 Y 17/18 5P;3;33931;PUERTA DEL ESPEJO ELECT CRISTAL;A2468100221;106004.80;2023-12-04
901;28;Mercedes Benz;30;CLASE A 12/17 Y 17/18 5P;3;33935;PUERTA DEL ESPEJO ELECT EMBELLEC;A1768100215;39276.80;2023-12-04
901;28;Mercedes Benz;30;CLASE A 12/17 Y 17/18 5P;3;51808;PUERTA DEL ESPEJO ELECT CARCAZA 1;A1768100115;39276.80;2023-12-04
901;28;Mercedes Benz;30;CLASE A 12/17 Y 17/18 5P;4;34021;PUERTA DEL ESPEJO ELECTRICO;A1768100176;276043.40;2023-12-04
901;28;Mercedes Benz;30;CLASE A 12/17 Y 17/18 5P;4;34030;PUERTA DEL ESPEJO ELECT MOTOR;A2468200542;69969.40;2023-12-04
901;28;Mercedes Benz;30;CLASE A 12/17 Y 17/18 5P;4;34045;PUERTA DEL ESPEJO ELECT CRISTAL;A2468100121;106004.80;2023-12-04
901;28;Mercedes Benz;30;CLASE A 12/17 Y 17/18 5P;4;34049;PUERTA DEL ESPEJO ELECT EMBELLEC;A1768100115;39276.80;2023-12-04
901;28;Mercedes Benz;30;CLASE A 12/17 Y 17/18 5P;4;34050;PUERTA DEL ESPEJO ELECT CARCAZA;A24681101609761;125403.80;2023-12-04
901;28;Mercedes Benz;30;CLASE A 12/17 Y 17/18 5P;4;51908;PUERTA DEL ESPEJO ELECT CARCAZA 1;A1768100115;39276.80;2023-12-04
901;28;Mercedes Benz;31;*CLASE E 13/17 W212;3;33906;PUERTA DEL ESPEJO ELECTRICO;A2128101876;458090.00;2023-12-04
901;28;Mercedes Benz;31;*CLASE E 13/17 W212;3;33930;PUERTA DEL ESPEJO ELECT CARCAZA;A21281090009999;220164.40;2023-12-04
901;28;Mercedes Benz;31;*CLASE E 13/17 W212;3;33931;PUERTA DEL ESPEJO ELECT CRISTAL;A2128102521;141341.00;2023-12-04
901;28;Mercedes Benz;31;*CLASE E 13/17 W212;3;33935;PUERTA DEL ESPEJO ELECT EMBELLEC;A21281001159040;107521.00;2023-12-04
901;28;Mercedes Benz;32;*CLASE CLA 13/19 C117;3;33906;PUERTA DEL ESPEJO ELECTRICO;A1768100476;396826.40;2023-12-04
