COD_CLASE;COD_MARCA;COD_MODELO;COD_PARTE;NRO_PRESU;ID_ELEM;VALOR_MO;VALOR_REPUESTO;CANT_HS_PINT;VALOR_MAT_PINT
901;2;40;3;8287570;12;11.31;329461.49;11.64;68565.30
901;2;40;3;8307236;2;0.14;236396.65;0.44;12035.86
901;2;40;4;8019771;1;0.00;0.00;0.00;0.00
901;2;40;4;8023139;3;3.50;31961.78;4.44;29988.40
901;2;40;4;8025508;10;10.28;706428.22;8.95;67774.87
901;2;40;4;8031591;1;0.00;0.00;0.44;12035.86
901;2;40;4;8041462;1;0.00;0.00;0.44;12035.86
901;2;40;4;8052411;1;0.00;0.00;0.44;12035.86
901;2;40;4;8062981;13;26.08;2105862.69;10.47;87420.38
901;2;40;4;8077157;7;4.00;793719.82;4.53;47782.66
901;2;40;4;8191497;1;0.00;0.00;0.33;9126.05
901;2;40;4;8215981;4;0.21;149921.71;0.00;0.00
901;2;40;4;8224103;7;7.85;1189051.34;7.51;68971.65
901;2;40;4;8224657;1;0.00;0.00;0.00;0.00
901;2;40;4;8230994;1;1.60;0.00;1.49;13034.81
901;2;40;4;8260297;4;2.76;43560.03;2.59;22638.73
901;2;40;4;8276207;6;4.14;841774.76;4.68;48972.82
901;2;40;4;8292331;6;10.17;16227.58;7.78;51494.00
901;2;40;4;8300558;1;0.00;0.00;0.44;12035.86
901;2;40;4;8340239;11;9.52;1339898.73;7.30;71920.54
901;2;40;4;8341146;3;3.88;0.00;4.14;43523.05
901;2;41;2;7977193;1;0.00;0.00;0.18;4822.04
901;2;41;2;7980943;1;0.00;0.00;0.18;4822.04
901;2;41;2;7984708;14;9.06;874291.57;6.42;58536.71
901;2;41;2;7986899;15;11.95;607540.07;5.93;52848.70
901;2;41;2;7987041;2;0.00;0.00;0.00;0.00
901;2;41;2;7988178;15;12.69;1031222.46;4.85;43554.53
901;2;41;2;7990235;4;5.75;88948.76;4.03;24271.81
901;2;41;2;7990484;5;9.18;0.00;5.96;36982.37
901;2;41;2;7992373;9;12.24;583805.20;7.18;60195.74
901;2;41;2;7992732;14;13.96;823069.08;7.41;60773.61
901;2;41;2;7994777;5;2.98;152590.37;2.28;21491.22
901;2;41;2;7994830;5;5.21;0.00;3.01;23322.50
901;2;41;2;7998062;8;7.47;29810.19;4.61;23790.36
901;2;41;2;8001469;1;0.00;0.00;0.18;4822.04
901;2;41;2;8003247;11;10.32;543634.01;7.41;61118.52
901;2;41;2;8004139;11;8.80;318920.72;5.91;41583.36
901;2;41;2;8004235;4;5.27;138092.09;3.04;24693.13
901;2;41;2;8006263;1;3.68;0.00;1.65;8358.34
901;2;41;2;8008926;5;4.13;230504.90;3.35;27264.01
901;2;41;2;8011100;14;21.88;385872.66;12.10;86300.80
901;2;41;2;8011301;17;12.11;1754863.42;7.27;67105.29
901;2;41;2;8011535;6;8.96;138092.09;5.72;32445.93
901;2;41;2;8011703;18;11.68;1797159.74;7.32;66870.11
901;2;41;2;8012685;3;1.96;0.00;1.25;7347.04
901;2;41;2;8017030;6;13.24;367180.55;4.24;33635.96
901;2;41;2;8026876;15;15.34;1118955.68;9.30;81297.20
901;2;41;2;8028415;9;12.21;507056.49;6.61;49856.50
901;2;41;2;8029820;3;6.83;0.00;3.41;24333.80
901;2;41;2;8031098;3;0.81;0.00;0.79;6887.36
901;2;41;2;8033198;9;10.08;278092.68;5.66;37990.02
901;2;41;2;8039584;4;4.06;0.00;2.55;22862.82
901;2;41;2;8041079;4;7.47;109231.69;4.43;25283.11
901;2;41;2;8042726;13;11.30;1209549.85;6.48;60217.93
901;2;41;2;8047764;7;5.99;240877.62;3.75;28275.31
901;2;41;2;8051403;9;6.57;206668.03;4.06;35072.04
901;2;41;2;8053797;9;10.45;240848.68;6.14;42161.23
901;2;41;2;8054336;9;9.12;503583.67;4.89;47250.83
901;2;41;2;8056860;3;5.61;0.00;4.03;24271.81
901;2;41;2;8056876;4;6.93;0.00;3.41;24333.80
901;2;41;2;8057824;11;11.81;988793.94;6.66;61792.18
901;2;41;2;8058356;3;0.00;0.00;0.00;0.00
901;2;41;2;8063613;3;2.17;136253.48;2.10;19916.97
901;2;41;2;8067197;3;5.11;0.00;4.03;24271.81
901;2;41;2;8068580;4;0.81;0.00;0.79;6887.36
901;2;41;2;8070027;3;6.83;0.00;3.41;24333.80
901;2;41;2;8073999;1;0.81;0.00;0.79;6887.36
901;2;41;2;8074988;2;1.41;0.00;0.79;6887.36
901;2;41;2;8077440;13;10.98;761162.97;6.82;52101.09
901;2;41;2;8078203;1;0.00;0.00;0.18;4822.04
901;2;41;2;8078525;5;4.27;249308.26;3.35;27264.01
901;2;41;2;8078546;38;31.20;4329568.66;19.04;166445.70
901;2;41;2;8080085;5;6.94;151366.20;3.04;24693.13
901;2;41;2;8082457;11;12.46;984124.98;6.84;63366.43
901;2;41;2;8083337;6;7.62;0.00;4.01;29604.42
901;2;41;2;8085023;10;12.81;668757.03;6.45;55105.89
901;2;41;2;8090250;13;12.46;1143261.34;6.84;63366.43
901;2;41;2;8091615;4;9.54;413812.90;2.33;19533.47
901;2;41;2;8092743;6;8.89;176647.29;5.03;36381.23
901;2;41;2;8096201;3;5.11;0.00;4.03;24271.81
901;2;41;2;8097721;8;11.87;708263.27;4.99;41001.85
901;2;41;2;8098348;8;9.54;220603.46;5.51;40552.44
901;2;41;2;8104087;4;5.11;0.00;3.01;23322.50
901;2;41;2;8108942;11;12.00;832847.33;6.16;53426.57
901;2;41;2;8111338;4;8.22;120958.69;4.29;35649.91
901;2;41;2;8111417;7;11.51;1136612.56;4.38;40300.96
901;2;41;2;8115538;13;12.38;1059364.90;7.18;60195.74
901;2;41;2;8119122;8;9.82;259779.18;6.65;48421.02
901;2;41;2;8119749;11;11.54;345283.64;5.83;40248.10
901;2;41;2;8122388;8;0.00;0.00;0.00;0.00
901;2;41;2;8122852;12;12.92;1249126.33;8.06;73992.65
901;2;41;2;8125307;8;9.63;463259.90;5.82;43268.59
901;2;41;2;8125725;3;4.38;0.00;1.65;8358.34
901;2;41;2;8127964;3;4.38;0.00;1.65;8358.34
901;2;41;2;8128385;3;2.17;148365.05;2.10;19916.97
901;2;41;2;8131009;1;0.00;0.00;0.00;0.00
901;2;41;2;8132501;11;13.96;666697.67;7.41;60773.61
901;2;41;2;8132965;13;14.91;808576.04;8.20;67660.97
901;2;41;2;8133358;9;7.98;252493.76;5.79;42887.72
901;2;41;2;8134044;1;0.00;0.00;0.18;4822.04
901;2;41;2;8135534;5;5.11;123104.19;3.01;23322.50
901;2;41;2;8136269;3;5.52;0.00;2.61;13980.72
901;2;41;2;8138530;19;13.07;2206490.48;8.42;77141.15
901;2;41;2;8140269;13;12.92;1311462.87;7.56;68784.61
901;2;41;2;8141506;3;0.00;0.00;0.18;4822.04
901;2;41;2;8142189;16;16.44;699048.92;10.86;74824.30
901;2;41;2;8142339;9;11.01;226420.27;5.28;39974.57
901;2;41;2;8146091;2;0.60;0.00;0.78;11959.49
901;2;41;2;8146516;7;8.22;162633.15;4.65;45293.99
901;2;41;2;8150665;6;6.90;221951.84;3.41;24333.80
901;2;41;2;8150778;7;7.81;250281.56;4.64;34047.85
901;2;41;2;8155116;2;0.00;0.00;0.00;0.00
901;2;41;2;8155234;20;20.84;1841016.56;11.86;105697.40
901;2;41;2;8158210;4;3.96;0.00;2.55;22862.82
901;2;41;2;8165762;9;7.52;676528.85;4.61;42441.27
901;2;41;2;8166282;3;6.83;0.00;3.41;24333.80
901;2;41;2;8167513;5;5.18;23061.37;3.01;23322.50
901;2;41;2;8168942;6;5.97;23061.37;3.61;28593.12
901;2;41;2;8169561;7;11.47;579132.08;4.32;37863.84
901;2;41;2;8174550;7;10.12;200551.54;6.16;34671.24
901;2;41;2;8178601;5;12.44;565446.44;5.09;45098.96
901;2;41;2;8179803;5;6.90;4785.47;3.41;24333.80
901;2;41;2;8186971;11;10.28;750766.95;5.93;52848.70
901;2;41;2;8188300;6;5.42;198909.86;3.80;34809.36
901;2;41;2;8193223;8;8.19;727622.29;5.35;43172.59
901;2;41;2;8195410;2;3.65;0.00;1.76;15975.46
901;2;41;2;8204498;2;3.80;0.00;2.21;12969.42
901;2;41;2;8204581;1;0.00;0.00;0.18;4822.04
901;2;41;2;8204954;12;12.39;1424162.26;6.84;63366.43
901;2;41;2;8207598;9;9.95;438475.37;5.71;39775.30
901;2;41;2;8213102;3;3.29;27742.07;1.76;15975.46
901;2;41;2;8214879;14;9.11;532886.62;5.49;43993.33
901;2;41;2;8215623;4;7.52;0.00;4.01;29604.42
901;2;41;2;8216752;4;4.20;195844.52;4.20;39833.94
901;2;41;2;8219695;3;0.00;0.00;0.00;0.00
901;2;41;2;8223990;14;10.28;1236023.69;5.93;52848.70
901;2;41;2;8224434;7;10.21;504901.07;6.30;56247.31
901;2;41;2;8224637;4;2.17;204895.99;2.10;19916.97
901;2;41;2;8227783;5;6.57;150536.50;4.35;33545.93
901;2;41;2;8228644;7;10.97;703478.03;6.74;49230.96
901;2;41;2;8230858;5;11.07;0.00;4.37;29956.18
901;2;41;2;8233626;3;0.00;0.00;0.00;0.00
901;2;41;2;8235383;3;6.18;0.00;3.01;23322.50
901;2;41;2;8241886;4;3.55;195103.83;2.81;24115.26
901;2;41;2;8241914;8;7.78;264463.57;5.34;38952.11
901;2;41;2;8248455;4;6.20;44567.33;2.47;20173.75
901;2;41;2;8248694;6;7.30;300588.44;4.29;32040.17
901;2;41;2;8248998;9;13.49;372073.94;4.83;33207.96
901;2;41;2;8253348;11;12.66;1010086.68;8.32;63005.68
901;2;41;2;8254468;13;11.44;919307.59;6.29;55997.20
901;2;41;2;8255452;12;10.43;1944811.48;6.48;60217.93
901;2;41;2;8256828;17;17.78;1340893.33;9.88;83882.75
901;2;41;2;8260084;6;9.34;27726.26;5.39;30905.49
901;2;41;2;8260901;3;0.00;0.00;0.00;0.00
901;2;41;2;8261865;1;0.00;0.00;0.00;0.00
901;2;41;2;8262030;12;11.52;1564693.32;5.15;44684.32
901;2;41;2;8264142;5;4.40;114300.66;3.23;20860.38
901;2;41;2;8264406;4;5.68;5753.45;4.03;24271.81
901;2;41;2;8265364;6;5.36;234536.33;2.81;24115.26
901;2;41;2;8265367;4;6.70;47241.36;3.49;21123.06
901;2;41;2;8267487;5;8.77;0.00;4.37;29956.18
901;2;41;2;8268537;1;0.81;0.00;0.79;6887.36
901;2;41;2;8268558;2;0.00;0.00;0.18;4822.04
901;2;41;2;8268808;7;7.99;318623.80;5.16;37833.30
901;2;41;2;8271313;12;11.88;1664493.99;6.66;61792.18
901;2;41;2;8272363;11;15.68;828338.50;7.99;66606.95
901;2;41;2;8272489;5;5.78;27726.26;4.03;24271.81
901;2;41;2;8272718;9;8.31;354035.61;4.58;33719.49
901;2;41;2;8273659;4;3.35;0.00;1.85;12617.66
901;2;41;2;8274333;18;15.46;1871911.04;9.62;87682.39
901;2;41;2;8276276;2;3.15;0.00;1.76;15975.46
901;2;41;2;8279664;5;7.59;27726.26;4.01;29604.42
901;2;41;2;8281032;6;0.00;0.00;0.00;0.00
901;2;41;2;8281230;4;4.13;187294.97;3.35;27264.01
901;2;41;2;8284214;1;0.00;0.00;0.18;4822.04
901;2;41;2;8284657;1;0.00;0.00;0.18;4822.04
901;2;41;2;8287578;18;19.84;1684191.22;12.22;95244.34
901;2;41;2;8293425;5;0.00;0.00;0.00;0.00
901;2;41;2;8300655;1;0.00;0.00;0.18;4822.04
901;2;41;2;8303034;14;12.46;1627470.75;6.84;88138.52
901;2;41;2;8303900;5;11.47;580719.16;3.94;49603.86
901;2;41;2;8307900;6;8.89;250953.87;5.03;53671.25
901;2;41;2;8308704;1;1.96;0.00;1.25;11156.94
901;2;41;2;8313068;5;11.88;0.00;6.59;60045.59
901;2;41;2;8313541;7;3.28;391475.75;3.34;45307.00
901;2;41;2;8313920;6;7.17;250953.87;4.80;52883.85
901;2;41;2;8314096;10;11.88;958075.65;5.93;74038.30
901;2;41;2;8315523;18;12.81;1575999.65;6.95;85356.03
901;2;41;2;8318428;8;10.66;856655.09;5.67;73680.22
901;2;41;2;8320277;14;14.08;1573774.98;8.42;109199.18
901;2;41;2;8320725;2;3.15;0.00;1.76;25814.75
901;2;41;2;8323936;4;0.00;0.00;0.00;0.00
901;2;41;2;8333492;17;15.43;1861698.33;8.88;109825.79
901;2;41;2;8334529;2;2.56;0.00;1.25;11156.94
901;2;41;2;8338124;2;3.65;0.00;2.78;27351.42
901;2;41;2;8343561;4;8.74;0.00;4.50;41186.80
901;2;41;2;8347042;3;5.11;0.00;3.01;36971.69
901;2;41;2;8347264;4;9.25;587972.53;2.18;23789.11
901;2;41;2;8348086;6;7.17;267767.80;4.80;52883.85
901;2;41;3;7997783;2;5.23;0.00;4.45;22877.55
901;2;41;3;8003247;1;1.60;0.00;1.49;13034.81
901;2;41;3;8006263;4;7.08;225757.69;5.65;41265.74
901;2;41;3;8011703;1;0.00;0.00;0.00;0.00
901;2;41;3;8017030;4;0.00;0.00;0.00;0.00
901;2;41;3;8031098;5;10.09;674571.34;7.27;60458.19
901;2;41;3;8039584;9;6.30;1246440.32;6.56;52561.38
901;2;41;3;8042726;4;0.00;0.00;0.00;0.00
901;2;41;3;8052190;2;1.80;155288.32;1.97;17190.86
901;2;41;3;8056371;3;1.80;224522.65;1.97;17190.86
901;2;41;3;8056846;2;0.28;66467.48;0.00;0.00
901;2;41;3;8056860;1;0.00;0.00;0.33;9126.05
901;2;41;3;8062124;1;0.00;0.00;0.44;12035.86
901;2;41;3;8068580;8;7.97;1223917.33;7.68;59659.18
901;2;41;3;8070027;6;6.65;11383.17;5.17;31392.02
901;2;41;3;8073999;4;4.10;67209.17;4.33;31095.63
901;2;41;3;8078203;1;0.00;0.00;0.00;0.00
901;2;41;3;8083496;14;12.38;3116216.52;11.12;107656.42
901;2;41;3;8088616;1;0.00;0.00;0.44;12035.86
901;2;41;3;8096201;11;13.50;2000363.53;9.07;77857.44
901;2;41;3;8097721;2;2.88;0.00;2.94;18982.69
901;2;41;3;8104087;19;18.45;3288393.00;10.76;93184.52
901;2;41;3;8119749;1;0.00;0.00;0.33;9126.05
901;2;41;3;8122852;1;0.00;0.00;0.00;0.00
901;2;41;3;8132501;1;0.00;0.00;0.00;0.00
901;2;41;3;8135534;3;4.10;0.00;4.33;31095.63
901;2;41;3;8136269;1;0.00;0.00;0.44;12035.86
901;2;41;3;8146091;2;1.60;35541.39;1.49;13034.81
901;2;41;3;8150665;1;0.00;0.00;0.33;9126.05
901;2;41;3;8150778;1;0.00;0.00;0.33;9126.05
901;2;41;3;8155116;1;0.00;0.00;0.00;0.00
901;2;41;3;8169561;7;5.58;674135.45;4.18;44586.55
901;2;41;3;8174550;1;0.00;0.00;0.00;0.00
901;2;41;3;8178601;1;0.00;0.00;0.00;0.00
901;2;41;3;8186524;4;6.30;595209.01;6.56;52561.38
901;2;41;3;8202244;1;0.14;195705.09;0.00;0.00
901;2;41;3;8204498;6;10.68;475440.02;7.64;54340.76
901;2;41;3;8204581;2;3.85;378095.93;3.60;41160.74
901;2;41;3;8207598;4;6.53;0.00;6.66;39207.52
901;2;41;3;8214879;1;1.60;0.00;1.49;13034.81
901;2;41;3;8215623;5;4.92;39744.16;4.79;38599.82
901;2;41;3;8222587;4;5.72;0.00;6.01;43569.11
901;2;41;3;8230858;2;3.33;0.00;2.31;17862.87
901;2;41;3;8233626;1;0.00;0.00;0.00;0.00
901;2;41;3;8235383;5;5.80;103300.63;6.24;34156.92
901;2;41;3;8254468;1;0.00;0.00;0.00;0.00
901;2;41;3;8256592;1;0.00;0.00;0.44;12035.86
901;2;41;3;8260901;2;0.00;0.00;0.44;12035.86
901;2;41;3;8261865;8;8.54;1682223.21;7.29;59144.71
901;2;41;3;8262787;4;5.73;482020.06;4.87;49797.86
901;2;41;3;8264713;1;0.00;0.00;0.44;12035.86
901;2;41;3;8267487;10;15.65;1521607.59;9.88;73334.95
901;2;41;3;8268537;1;2.30;0.00;2.36;13904.77
901;2;41;3;8272363;1;0.00;0.00;0.33;9126.05
901;2;41;3;8272489;1;0.00;0.00;0.33;9126.05
901;2;41;3;8273374;1;0.00;0.00;0.44;12035.86
901;2;41;3;8281032;2;0.00;0.00;0.00;0.00
901;2;41;3;8291876;5;4.08;21636.50;5.19;36517.20
901;2;41;3;8315523;2;0.00;0.00;0.00;0.00
901;2;41;3;8323936;4;0.00;0.00;0.00;0.00
901;2;41;3;8332335;6;8.50;550317.50;8.16;94793.26
901;2;41;3;8332829;2;0.21;281094.94;0.00;0.00
901;2;41;3;8334529;17;19.03;2281044.80;10.88;124606.13
901;2;41;3;8335782;1;1.80;0.00;1.97;26283.68
901;2;41;3;8347042;2;4.10;0.00;4.33;47398.99
901;2;41;3;8347264;7;10.27;728536.59;7.89;81664.07
901;2;41;3;8348290;5;2.50;235079.54;3.12;27847.73
901;2;41;4;7977193;13;22.62;2479962.22;10.14;85113.26
901;2;41;4;7980943;5;3.85;754297.04;3.60;41160.74
901;2;41;4;7985418;2;1.85;0.00;1.97;17190.86
901;2;41;4;7993784;1;0.14;143993.45;0.00;0.00
901;2;41;4;8001469;4;7.85;1572508.04;7.36;67781.49
901;2;41;4;8003247;1;1.60;0.00;1.49;13034.81
901;2;41;4;8005159;3;4.00;644534.08;4.53;47782.66
901;2;41;4;8006263;1;0.00;0.00;0.00;0.00
901;2;41;4;8006555;4;3.50;32383.88;4.11;20862.35
901;2;41;4;8008717;3;4.00;644534.08;4.53;47782.66
901;2;41;4;8011301;1;0.00;0.00;0.00;0.00
901;2;41;4;8011703;2;0.00;0.00;0.00;0.00
901;2;41;4;8012685;4;6.30;630798.51;6.56;52561.38
901;2;41;4;8017030;12;14.47;2473808.38;9.14;82190.87
901;2;41;4;8024547;4;4.00;644534.08;4.53;47782.66
901;2;41;4;8029820;1;1.60;0.00;1.49;13034.81
901;2;41;4;8038663;1;0.00;0.00;0.44;12035.86
901;2;41;4;8041079;1;2.30;0.00;2.36;13904.77
901;2;41;4;8043009;2;4.00;640138.07;4.53;47782.66
901;2;41;4;8047764;1;0.00;0.00;0.33;9126.05
901;2;41;4;8055956;4;6.30;828826.46;6.56;52561.38
901;2;41;4;8056876;4;6.30;698321.00;6.56;52561.38
901;2;41;4;8058356;3;7.30;746443.97;7.32;54475.34
901;2;41;4;8067197;6;9.92;591099.62;5.15;46904.82
901;2;41;4;8068235;2;1.80;93172.95;1.97;17190.86
901;2;41;4;8068580;1;0.00;0.00;0.00;0.00
901;2;41;4;8070919;2;2.30;0.00;2.80;25940.63
901;2;41;4;8074988;4;7.30;721894.85;7.32;54475.34
901;2;41;4;8078203;6;9.11;118470.20;8.99;48723.56
901;2;41;4;8080722;3;3.40;93172.95;3.46;30225.67
901;2;41;4;8083337;1;0.00;0.00;0.33;9126.05
901;2;41;4;8091615;12;11.84;2604966.15;8.73;75842.24
901;2;41;4;8094336;10;9.60;138926.14;10.96;64485.92
901;2;41;4;8110300;4;3.64;69040.97;4.11;20862.35
901;2;41;4;8110644;2;3.08;0.00;3.87;24866.99
901;2;41;4;8121059;1;0.00;0.00;0.44;12035.86
901;2;41;4;8125725;4;4.43;647021.96;3.97;44372.19
901;2;41;4;8127964;3;4.48;0.00;4.37;31465.58
901;2;41;4;8131009;2;0.00;0.00;0.00;0.00
901;2;41;4;8132501;5;0.00;0.00;0.00;0.00
901;2;41;4;8132965;1;1.60;0.00;1.49;13034.81
901;2;41;4;8134044;3;3.30;34505.87;3.56;27854.59
901;2;41;4;8136269;9;7.77;1438001.51;5.45;52034.35
901;2;41;4;8138338;3;6.30;755942.23;6.56;52561.38
901;2;41;4;8141506;6;7.97;694386.94;7.30;56341.83
901;2;41;4;8155116;2;0.00;0.00;0.00;0.00
901;2;41;4;8158210;8;8.54;75755.26;8.78;50176.88
901;2;41;4;8166282;1;1.60;0.00;1.49;13034.81
901;2;41;4;8167513;1;0.00;0.00;0.33;9126.05
901;2;41;4;8168942;1;1.60;0.00;1.49;13034.81
901;2;41;4;8178601;2;3.08;0.00;3.87;24866.99
901;2;41;4;8179803;1;0.00;0.00;0.44;12035.86
901;2;41;4;8193601;2;3.60;0.00;3.94;34381.72
901;2;41;4;8202429;2;0.21;149921.71;0.00;0.00
901;2;41;4;8207483;2;3.50;42093.10;4.11;20862.35
901;2;41;4;8219695;10;3.47;149921.71;3.46;30225.67
901;2;41;4;8231211;2;2.50;0.00;3.12;18338.19
901;2;41;4;8233626;5;0.28;235823.62;0.00;0.00
901;2;41;4;8233712;1;0.00;0.00;0.44;12035.86
901;2;41;4;8233824;1;0.14;120826.60;0.00;0.00
901;2;41;4;8241914;1;0.00;0.00;0.00;0.00
901;2;41;4;8245268;2;1.80;120826.60;1.97;17190.86
901;2;41;4;8248455;6;0.00;0.00;0.00;0.00
901;2;41;4;8248562;4;4.21;502757.36;4.53;47782.66
901;2;41;4;8254468;1;0.00;0.00;0.00;0.00
901;2;41;4;8256636;1;0.00;0.00;0.44;12035.86
901;2;41;4;8260084;5;4.89;504107.24;4.25;46828.05
901;2;41;4;8260901;1;0.00;0.00;0.44;12035.86
901;2;41;4;8262030;4;3.40;91078.93;3.46;30225.67
901;2;41;4;8262964;1;0.00;0.00;0.44;12035.86
901;2;41;4;8264406;8;7.18;1461691.29;5.29;40610.00
901;2;41;4;8267689;4;4.00;610096.21;4.53;47782.66
901;2;41;4;8268558;9;8.43;986127.30;7.73;70992.94
901;2;41;4;8268808;1;1.60;0.00;1.49;13034.81
901;2;41;4;8273659;5;3.85;618828.03;3.60;41160.74
901;2;41;4;8276276;5;7.96;43560.03;8.56;48287.80
901;2;41;4;8278638;3;6.83;0.00;6.01;38426.44
901;2;41;4;8279664;8;10.72;625654.65;7.08;59364.75
901;2;41;4;8281032;2;0.00;0.00;0.00;0.00
901;2;41;4;8281209;8;12.65;1485948.85;9.23;68911.15
901;2;41;4;8281230;1;0.00;0.00;0.33;9126.05
901;2;41;4;8284214;3;3.30;43560.03;3.56;27854.59
901;2;41;4;8284657;7;10.04;1107840.16;8.39;73827.04
901;2;41;4;8293425;2;0.00;0.00;0.44;12035.86
901;2;41;4;8300655;5;5.68;97454.46;5.67;57770.87
901;2;41;4;8303900;6;6.18;557108.27;5.91;75156.68
901;2;41;4;8308704;3;3.85;490394.15;3.60;51469.31
901;2;41;4;8315345;1;0.00;0.00;0.44;12035.86
901;2;41;4;8315523;2;0.00;0.00;0.00;0.00
901;2;41;4;8315785;3;3.50;187886.80;4.11;31287.26
901;2;41;4;8335782;1;0.00;0.00;0.44;12035.86
901;2;41;4;8343561;6;5.76;99464.00;5.88;57758.40
901;2;42;2;7983390;4;4.40;0.00;3.23;20860.38
901;2;43;2;7977953;5;0.81;0.00;1.71;14955.39
901;2;43;2;7978847;10;6.81;397774.73;5.16;41221.41
901;2;43;2;7984796;10;8.67;327023.83;8.56;57655.60
901;2;43;2;7987713;4;3.55;200138.92;3.94;34839.79
901;2;43;2;7992854;17;7.87;2346496.00;9.75;89691.89
901;2;43;2;7994825;5;2.17;158929.98;3.23;30641.50
901;2;43;2;7995419;7;7.05;1204184.76;6.67;58745.23
901;2;43;2;7995470;4;5.75;136511.57;6.99;41991.68
901;2;43;2;7995644;2;2.10;156432.66;3.23;30641.50
901;2;43;2;7998316;11;10.73;1859621.62;12.92;108374.38
901;2;43;2;8003924;1;0.81;0.00;1.71;14955.39
901;2;43;2;8008079;10;6.13;1612398.90;7.82;70249.70
901;2;43;2;8012977;5;5.15;1013846.16;8.30;76948.88
901;2;43;2;8015280;1;0.81;0.00;1.71;14955.39
901;2;43;2;8016272;8;8.00;322440.39;8.23;61856.34
901;2;43;2;8018950;7;6.04;212999.17;7.26;54387.11
901;2;43;2;8019251;5;5.28;2497.32;6.99;41991.68
901;2;43;2;8021793;4;5.90;302318.48;4.03;23745.61
901;2;43;2;8021820;4;6.83;0.00;6.28;42727.11
901;2;43;2;8025015;5;3.83;462216.99;3.94;34839.79
901;2;43;2;8031805;21;9.78;2687491.29;11.86;108348.36
901;2;43;2;8032585;7;2.00;1309803.12;3.26;29969.31
901;2;43;2;8035466;11;5.90;1502543.92;7.49;67367.27
901;2;43;2;8038158;1;0.00;0.00;0.38;10470.73
901;2;43;2;8039706;5;2.17;208428.05;3.23;30641.50
901;2;43;2;8040804;9;4.40;1559912.97;6.94;64546.42
901;2;43;2;8046045;17;9.30;2416061.13;11.42;103718.97
901;2;43;2;8048309;4;4.35;21027.37;4.18;35782.66
901;2;43;2;8054545;5;5.32;218737.58;5.41;40531.20
901;2;43;2;8056896;4;6.05;0.00;6.83;48298.00
901;2;43;2;8059095;3;4.40;0.00;3.15;28513.24
901;2;43;2;8060157;9;11.71;1506678.64;11.61;88807.07
901;2;43;2;8068238;4;0.50;205910.10;3.23;30641.50
901;2;43;2;8068366;5;7.54;154869.57;7.86;44187.59
901;2;43;2;8073414;2;4.37;0.00;3.86;20609.03
901;2;43;2;8078385;12;9.03;1539843.11;10.85;95297.75
901;2;43;2;8078920;7;4.47;198868.52;4.56;40280.39
901;2;43;2;8079011;16;10.07;2013369.59;11.31;98026.67
901;2;43;2;8079071;3;2.56;0.00;3.31;33586.75
901;2;43;2;8082253;8;4.07;208407.42;3.68;34577.11
901;2;43;2;8082921;8;9.46;0.00;7.33;50621.47
901;2;43;2;8085953;21;14.43;2577311.17;14.75;116192.67
901;2;43;2;8086049;22;7.66;2440987.94;10.91;97278.05
901;2;43;2;8095689;27;9.31;2438083.18;11.75;107205.45
901;2;43;2;8095839;5;5.28;22677.39;5.41;40531.20
901;2;43;2;8097263;20;10.41;2154579.51;12.09;107546.95
901;2;43;2;8106486;9;4.93;436557.46;7.49;67856.78
901;2;43;2;8112371;4;8.25;370285.21;3.11;27083.18
901;2;43;2;8112390;4;0.00;0.00;0.00;0.00
901;2;43;2;8113126;6;5.55;840748.06;7.20;64809.10
901;2;43;2;8114845;13;13.72;1059047.13;6.80;61765.47
901;2;43;2;8119573;14;9.03;1194030.87;10.85;95297.75
901;2;43;2;8121610;9;3.29;208291.13;2.70;24577.63
901;2;43;2;8122468;13;6.85;1636605.81;7.75;72178.33
901;2;43;2;8123456;2;4.28;0.00;3.58;18149.48
901;2;43;2;8123571;18;5.69;1245314.65;7.96;85750.56
901;2;43;2;8124693;2;5.52;0.00;4.03;20773.22
901;2;43;2;8127902;4;11.40;386948.01;5.81;51660.81
901;2;43;2;8128578;13;8.98;1072823.95;9.01;81147.17
901;2;43;2;8131660;1;0.00;0.00;0.38;10470.73
901;2;43;2;8136749;4;4.13;192626.09;5.94;46595.07
901;2;43;2;8138186;15;9.15;1132307.23;10.05;88341.13
901;2;43;2;8138386;2;3.15;0.00;2.70;24577.63
901;2;43;2;8140237;4;7.52;0.00;8.14;46647.14
901;2;43;2;8141284;21;13.30;1684057.35;14.42;108214.20
901;2;43;2;8143420;3;6.83;0.00;6.28;42727.11
901;2;43;2;8144495;10;10.30;168413.93;8.60;49369.50
901;2;43;2;8145337;3;0.00;0.00;0.00;0.00
901;2;43;2;8146469;8;9.09;577771.41;8.85;60213.77
901;2;43;2;8147015;2;2.10;488068.60;3.23;30641.50
901;2;43;2;8149286;1;0.00;0.00;0.38;10470.73
901;2;43;2;8155227;2;0.00;0.00;0.00;0.00
901;2;43;2;8155614;1;0.00;0.00;0.38;10470.73
901;2;43;2;8156129;3;0.00;0.00;0.00;0.00
901;2;43;2;8166747;7;6.70;35788.92;5.25;46837.52
901;2;43;2;8170950;2;2.10;199635.21;3.23;30641.50
901;2;43;2;8171426;11;7.41;1659656.54;7.43;65386.97
901;2;43;2;8174257;4;6.90;19497.98;6.28;42727.11
901;2;43;2;8177168;14;21.25;1108945.17;14.62;118821.00
901;2;43;2;8178953;4;9.67;589507.23;3.05;28017.93
