COD_CLASE;COD_MARCA;COD_MODELO;COD_PARTE;NRO_PRESU;ID_ELEM;VALOR_MO;VALOR_REPUESTO;CANT_HS_PINT;VALOR_MAT_PINT
901;4;31;2;8097548;15;13.22;1217309.29;8.16;62946.86
901;4;31;2;8099075;21;12.35;1558570.27;8.12;72023.10
901;4;31;2;8099565;2;0.99;0.00;0.60;5270.62
901;4;31;2;8102289;7;3.48;281302.67;3.80;29300.52
901;4;31;2;8103302;5;2.64;177937.02;3.71;33888.15
901;4;31;2;8103722;6;1.95;177937.02;1.17;10232.63
901;4;31;2;8104879;12;13.88;1216452.20;8.33;63700.49
901;4;31;2;8105379;5;2.66;388203.38;3.11;28617.53
901;4;31;2;8106680;2;2.94;0.00;2.57;15622.87
901;4;31;2;8106792;12;9.86;317877.73;8.12;54239.39
901;4;31;2;8108692;4;0.83;469977.11;1.94;18384.90
901;4;31;2;8110838;17;13.69;1186193.02;8.99;69552.21
901;4;31;2;8110911;3;0.50;0.00;0.00;0.00
901;4;31;2;8110950;13;12.55;388645.76;5.98;52343.69
901;4;31;2;8114882;3;0.00;0.00;0.00;0.00
901;4;31;2;8115759;7;3.63;270800.14;3.85;29694.10
901;4;31;2;8116525;1;0.14;20940.74;0.00;0.00
901;4;31;2;8117146;8;3.44;284008.85;3.80;29300.52
901;4;31;2;8119000;4;4.30;0.00;2.58;20368.96
901;4;31;2;8120530;4;0.97;469977.11;1.94;18384.90
901;4;31;2;8120999;10;8.98;1047568.87;6.17;50379.14
901;4;31;2;8121574;3;3.01;3581.17;1.62;14746.58
901;4;31;2;8121646;6;2.09;277556.73;3.11;28617.53
901;4;31;2;8123373;14;8.91;333711.50;5.52;38425.73
901;4;31;2;8123771;9;3.87;504711.83;3.80;29300.52
901;4;31;2;8125523;9;4.33;505662.87;3.26;23194.77
901;4;31;2;8125952;2;2.94;0.00;2.57;15622.87
901;4;31;2;8127295;27;17.18;1845248.74;9.50;85896.12
901;4;31;2;8127479;13;9.47;1040113.90;6.03;52170.20
901;4;31;2;8128213;3;0.50;0.00;0.00;0.00
901;4;31;2;8128917;11;8.97;1472520.28;5.80;53334.47
901;4;31;2;8129484;3;0.83;409414.81;1.62;14746.58
901;4;31;2;8129645;6;2.78;431806.31;3.39;31077.08
901;4;31;2;8130118;3;2.24;0.00;0.96;5622.38
901;4;31;2;8130150;3;3.15;0.00;1.76;15975.46
901;4;31;2;8130317;3;2.46;0.00;1.62;14746.58
901;4;31;2;8130691;8;9.64;1428561.90;6.49;54017.46
901;4;31;2;8131655;2;2.36;0.00;2.57;15622.87
901;4;31;2;8132889;9;8.50;707871.05;5.85;46906.91
901;4;31;2;8134147;5;2.53;66725.86;3.11;28617.53
901;4;31;2;8134411;4;2.57;89367.94;1.62;14746.58
901;4;31;2;8136582;14;7.13;247750.59;6.65;47839.82
901;4;31;2;8137528;3;0.40;0.00;0.00;0.00
901;4;31;2;8137610;7;4.33;204087.71;5.20;41579.67
901;4;31;2;8139770;9;7.97;445632.40;7.33;45704.70
901;4;31;2;8140350;11;9.93;1586194.27;6.49;54017.46
901;4;31;2;8140366;13;5.68;633939.84;5.82;47020.27
901;4;31;2;8141270;8;4.22;438517.55;4.42;34741.12
901;4;31;2;8141321;11;11.97;1376637.86;6.31;58525.15
901;4;31;2;8141595;1;1.84;0.00;0.96;5622.38
901;4;31;2;8142104;18;15.87;467357.41;7.60;58635.58
901;4;31;2;8142714;5;3.21;1099.60;1.62;14746.58
901;4;31;2;8142875;13;10.34;1318920.11;6.49;54017.46
901;4;31;2;8143678;12;7.65;447940.04;7.16;48617.01
901;4;31;2;8144698;8;5.89;513689.75;6.57;47114.53
901;4;31;2;8144912;9;5.16;785913.16;6.03;42399.22
901;4;31;2;8145352;1;0.00;0.00;0.00;0.00
901;4;31;2;8146575;9;4.65;515196.58;5.88;46431.54
901;4;31;2;8147432;3;0.86;182201.77;1.94;18384.90
901;4;31;2;8148171;2;2.36;0.00;1.62;14746.58
901;4;31;2;8148173;8;6.64;22311.56;4.14;30616.20
901;4;31;2;8148202;6;1.16;405672.56;1.94;18384.90
901;4;31;2;8149452;23;23.40;728252.19;10.69;73745.13
901;4;31;2;8149675;1;0.30;0.00;0.00;0.00
901;4;31;2;8149872;11;6.32;542620.31;6.57;47114.53
901;4;31;2;8149901;3;0.00;0.00;0.00;0.00
901;4;31;2;8149932;5;3.54;0.00;2.57;15622.87
901;4;31;2;8150936;2;0.00;0.00;0.00;0.00
901;4;31;2;8151455;2;3.98;0.00;0.59;2984.86
901;4;31;2;8153470;11;5.59;547511.38;6.03;42399.22
901;4;31;2;8154290;7;6.04;196108.15;6.57;47114.53
901;4;31;2;8154326;8;6.05;409414.81;6.59;48234.54
901;4;31;2;8154694;6;5.40;621255.61;6.05;43519.23
901;4;31;2;8155317;5;4.95;72691.95;6.03;42399.22
901;4;31;2;8155543;7;3.78;305243.14;3.80;29300.52
901;4;31;2;8156132;10;6.59;527423.95;6.45;49760.22
901;4;31;2;8156163;19;12.78;1541926.98;8.28;66061.18
901;4;31;2;8156659;1;0.40;0.00;0.00;0.00
901;4;31;2;8156819;14;5.88;497026.94;6.03;42399.22
901;4;31;2;8156986;7;1.94;137244.32;2.23;20943.07
901;4;31;2;8157099;15;7.86;678129.95;7.02;48202.97
901;4;31;2;8159374;4;3.04;0.00;3.39;17551.56
901;4;31;2;8160633;2;0.00;0.00;0.00;0.00
901;4;31;2;8165468;1;0.30;0.00;0.00;0.00
901;4;31;2;8165695;12;0.00;0.00;0.00;0.00
901;4;31;2;8165838;10;4.40;776553.42;5.25;42040.13
901;4;31;2;8165975;7;9.64;1492886.99;6.49;54017.46
901;4;31;2;8166510;11;6.32;660642.57;6.13;43186.38
901;4;31;2;8166655;5;1.03;191550.00;1.94;18384.90
901;4;31;2;8167550;3;0.00;0.00;0.00;0.00
901;4;31;2;8167637;10;3.28;597179.41;3.11;28617.53
901;4;31;2;8168635;3;0.00;0.00;0.00;0.00
901;4;31;2;8168671;2;0.40;0.00;0.00;0.00
901;4;31;2;8168714;2;3.98;0.00;1.26;6396.29
901;4;31;2;8168764;8;7.15;517317.33;7.33;49311.11
901;4;31;2;8168812;5;3.14;0.00;1.62;14746.58
901;4;31;2;8170714;5;0.00;0.00;0.00;0.00
901;4;31;2;8174551;2;0.40;0.00;0.00;0.00
901;4;31;2;8177200;1;0.69;0.00;0.60;5270.62
901;4;31;2;8178367;27;12.53;2501427.15;6.31;58525.15
901;4;31;2;8178799;16;11.08;1598401.06;6.59;54804.62
901;4;31;2;8178932;4;4.60;0.00;2.58;20368.96
901;4;31;2;8179322;8;0.00;0.00;0.00;0.00
901;4;31;2;8179362;8;3.48;239999.37;3.80;29300.52
901;4;31;2;8180020;3;0.50;0.00;0.00;0.00
901;4;31;2;8181108;2;0.00;0.00;0.00;0.00
901;4;31;2;8181255;5;8.08;0.00;7.48;41565.88
901;4;31;2;8181884;2;0.00;0.00;0.00;0.00
901;4;31;2;8183341;2;0.00;0.00;0.00;0.00
901;4;31;2;8188414;11;6.27;115821.41;3.76;28121.75
901;4;31;2;8189805;3;0.50;0.00;0.00;0.00
901;4;31;2;8193783;6;3.19;759506.81;3.85;29760.98
901;4;31;2;8194078;4;5.92;447243.81;6.74;44202.22
901;4;31;2;8194931;2;0.00;0.00;0.00;0.00
901;4;31;2;8196729;2;2.36;0.00;1.62;14746.58
901;4;31;2;8197002;6;1.95;467246.75;3.11;28617.53
901;4;31;2;8197015;10;8.09;566140.09;7.58;53130.49
901;4;31;2;8197405;14;6.16;195641.01;6.37;45417.85
901;4;31;2;8199070;21;14.26;1624560.57;10.56;96114.74
901;4;31;2;8199078;6;3.33;567542.36;3.80;29300.52
901;4;31;2;8199646;1;0.10;0.00;0.00;0.00
901;4;31;2;8200918;2;0.00;0.00;0.00;0.00
901;4;31;2;8201217;1;0.00;0.00;0.00;0.00
901;4;31;2;8202396;4;2.46;447243.81;3.11;28617.53
901;4;31;2;8202437;4;7.69;447243.81;7.33;45704.70
901;4;31;2;8203903;20;11.45;974476.96;7.21;66861.18
901;4;31;2;8206352;2;2.94;0.00;1.62;14746.58
901;4;31;2;8206389;7;5.30;639143.52;4.39;30803.00
901;4;31;2;8207581;14;6.61;177540.71;6.94;50397.99
901;4;31;2;8207699;6;1.32;545769.83;2.23;20943.07
901;4;31;2;8208091;11;6.24;104490.84;6.44;50014.50
901;4;31;2;8208208;7;7.79;315643.58;7.60;49232.23
901;4;31;2;8208268;4;0.00;0.00;0.00;0.00
901;4;31;2;8208950;10;3.10;711974.50;2.55;23852.58
901;4;31;2;8209699;9;2.45;520148.92;3.11;28617.53
901;4;31;2;8211515;14;11.54;510011.03;8.42;55013.30
901;4;31;2;8212529;5;2.98;231536.02;3.80;29300.52
901;4;31;2;8212968;15;6.12;161421.63;6.65;47839.82
901;4;31;2;8213182;5;0.00;0.00;0.00;0.00
901;4;31;2;8214118;13;4.61;402582.98;5.20;41579.67
901;4;31;2;8215240;1;0.30;0.00;0.00;0.00
901;4;31;2;8215573;8;0.00;0.00;0.00;0.00
901;4;31;2;8215882;4;3.19;90084.57;2.22;20017.20
901;4;31;2;8216397;7;5.55;321171.59;4.76;34922.90
901;4;31;2;8216673;6;5.16;0.00;3.74;25855.50
901;4;31;2;8218008;10;6.34;233923.74;6.74;44202.22
901;4;31;2;8220556;4;2.27;204998.78;2.10;19916.97
901;4;31;2;8220922;1;1.84;0.00;0.45;2623.74
901;4;31;2;8221750;4;0.90;221752.39;1.94;18384.90
901;4;31;2;8222483;8;4.23;382295.28;3.86;29869.92
901;4;31;2;8222858;6;4.77;1212.30;2.58;20368.96
901;4;31;2;8224858;4;6.78;66976.85;3.48;19617.01
901;4;31;2;8225067;11;7.73;621025.01;5.21;37546.64
901;4;31;2;8227281;30;12.53;2522228.55;6.31;58525.15
901;4;31;2;8227465;8;7.25;1811499.74;6.60;60749.58
901;4;31;2;8230452;3;2.50;90084.57;2.57;15622.87
901;4;31;2;8232287;18;13.36;1349265.71;7.83;60807.03
901;4;31;2;8232373;13;12.40;1026046.22;6.17;50379.14
901;4;31;2;8233744;5;3.22;66148.77;2.57;15622.87
901;4;31;2;8233864;1;0.00;0.00;0.31;8597.04
901;4;31;2;8233893;11;9.56;553239.91;8.19;50734.71
901;4;31;2;8235452;7;3.81;693412.52;4.51;40896.68
901;4;31;2;8237021;4;4.48;0.00;1.26;6396.29
901;4;31;2;8239215;4;8.30;912665.51;3.86;34949.57
901;4;31;2;8239322;5;1.07;502238.62;1.94;18384.90
901;4;31;2;8239483;2;0.76;211920.92;1.94;18384.90
901;4;31;2;8240464;4;2.46;211920.92;3.11;28617.53
901;4;31;2;8240704;9;8.87;1360553.48;7.88;62935.05
901;4;31;2;8245303;5;4.95;4352.63;3.02;18246.61
901;4;31;2;8245835;17;0.00;0.00;0.00;0.00
901;4;31;2;8246772;15;13.39;842687.83;9.18;57654.83
901;4;31;2;8247987;3;0.00;0.00;0.00;0.00
901;4;31;2;8248964;26;14.23;2212349.80;7.27;64147.53
901;4;31;2;8249742;6;3.19;341909.48;3.80;29300.52
901;4;31;2;8249804;10;3.97;655181.59;4.09;31858.69
901;4;31;2;8249887;12;11.97;1842953.10;7.37;58078.11
901;4;31;2;8250108;7;4.79;480547.59;4.42;34741.12
901;4;31;2;8252152;5;4.29;101422.41;5.20;41579.67
901;4;31;2;8253938;5;4.46;0.00;3.85;27845.28
901;4;31;2;8255548;14;12.37;1523077.52;7.08;55519.94
901;4;31;2;8255585;3;0.00;0.00;0.00;0.00
901;4;31;2;8255700;4;3.51;23864.10;3.39;17551.56
901;4;31;2;8258912;6;3.99;575787.23;5.34;41716.23
901;4;31;2;8259356;1;0.00;0.00;0.00;0.00
901;4;31;2;8259463;28;14.92;2055208.49;7.51;69066.39
901;4;31;2;8260437;3;0.50;0.00;0.00;0.00
901;4;31;2;8263720;5;4.44;105069.91;2.58;20368.96
901;4;31;2;8263918;11;7.45;1363878.21;6.60;60749.58
901;4;31;2;8264512;19;12.32;2356219.36;7.37;58078.11
901;4;31;2;8264776;6;1.84;29830.12;0.96;5622.38
901;4;31;2;8265161;1;0.00;0.00;0.00;0.00
901;4;31;2;8265171;2;0.00;0.00;0.00;0.00
901;4;31;2;8265408;15;14.11;2009440.64;8.07;61323.69
901;4;31;2;8265424;5;7.97;558300.81;7.29;61432.57
901;4;31;2;8265924;2;0.00;0.00;0.00;0.00
901;4;31;2;8266856;16;9.37;1971385.65;7.66;60636.28
901;4;31;2;8270722;1;0.00;0.00;0.00;0.00
901;4;31;2;8272357;3;0.00;0.00;0.00;0.00
901;4;31;2;8272817;2;0.00;49610.53;0.00;0.00
901;4;31;2;8273445;9;8.54;1738959.14;5.80;53334.47
901;4;31;2;8273992;11;7.75;499421.82;6.67;44295.28
901;4;31;2;8274831;8;3.06;747918.05;3.16;29011.11
901;4;31;2;8276354;6;1.16;223576.62;1.94;18384.90
901;4;31;2;8278139;5;2.50;127742.60;1.62;14746.58
901;4;31;2;8278147;13;12.36;781882.15;7.79;53637.72
901;4;31;2;8279121;13;10.93;544377.67;8.26;51154.54
901;4;31;2;8280570;6;3.19;172041.82;3.85;29760.98
901;4;31;2;8282348;10;9.19;945681.65;6.17;49717.92
901;4;31;2;8284496;3;2.36;105069.91;1.62;14746.58
901;4;31;2;8284575;23;15.24;2925141.90;7.27;64147.53
901;4;31;2;8286754;8;4.98;634931.76;5.20;41579.67
901;4;31;2;8289124;13;8.11;1466253.88;7.29;61432.57
901;4;31;2;8290112;7;1.23;502385.74;1.94;18384.90
901;4;31;2;8290737;16;13.50;1848900.85;7.48;59821.21
901;4;31;2;8291263;23;21.27;2341926.14;9.90;71137.14
901;4;31;2;8291289;2;0.00;0.00;0.00;0.00
901;4;31;2;8291363;9;6.64;165452.04;6.79;44662.68
901;4;31;2;8292001;13;14.35;703993.01;8.68;62632.52
901;4;31;2;8292490;3;0.76;223576.62;1.94;18384.90
901;4;31;2;8293524;8;7.08;351712.67;5.64;38983.55
901;4;31;2;8295128;2;2.36;0.00;1.62;14746.58
901;4;31;2;8295536;9;3.73;706175.81;4.17;31483.60
901;4;31;2;8295610;3;0.00;0.00;0.00;0.00
901;4;31;2;8298945;7;0.93;255465.32;1.94;18384.90
901;4;31;2;8299120;1;0.00;0.00;0.00;0.00
901;4;31;2;8299366;3;3.57;0.00;3.02;27025.73
901;4;31;2;8300376;11;12.50;2322934.98;7.82;100823.90
901;4;31;2;8302350;15;9.40;2505134.07;5.85;76259.27
901;4;31;2;8304727;11;5.54;980885.20;6.08;63637.85
901;4;31;2;8305599;5;2.67;238340.63;2.90;35085.00
901;4;31;2;8306774;4;3.15;0.00;2.22;31887.45
901;4;31;2;8307161;5;2.80;729504.33;2.90;35085.00
901;4;31;2;8309344;5;3.12;668159.95;3.80;43123.14
901;4;31;2;8309799;3;0.99;0.00;0.64;19362.85
901;4;31;2;8310318;18;8.35;1039903.43;7.60;73109.51
901;4;31;2;8310785;5;4.13;102771.75;7.33;74681.38
901;4;31;2;8311251;26;17.40;3082969.54;8.71;113128.40
901;4;31;2;8313739;14;10.73;1874850.62;6.56;77226.07
901;4;31;2;8314036;8;4.61;182971.04;3.20;36139.55
901;4;31;2;8314083;18;13.26;2470244.76;6.31;80894.82
901;4;31;2;8316942;7;2.17;582569.64;3.11;42192.14
901;4;31;2;8317664;9;8.25;843536.24;7.29;86628.16
901;4;31;2;8318171;10;9.06;479460.17;5.42;56100.73
901;4;31;2;8321104;10;9.92;1991046.25;6.49;76588.54
901;4;31;2;8322384;16;11.28;836537.19;7.98;89878.92
901;4;31;2;8327261;7;3.56;126497.30;3.18;38845.50
901;4;31;2;8327286;3;4.08;0.00;0.59;4476.43
901;4;31;2;8328160;2;2.94;0.00;3.39;28367.91
901;4;31;2;8329502;4;5.30;0.00;4.79;47141.97
901;4;31;2;8331030;13;5.70;791181.93;5.20;61897.20
901;4;31;2;8332985;16;13.26;2574626.91;6.31;80894.82
901;4;31;2;8333080;13;16.87;2883814.49;7.57;90487.29
901;4;31;2;8333446;8;9.13;375765.71;7.87;74727.79
901;4;31;2;8334565;1;0.00;0.00;0.00;0.00
901;4;31;2;8335658;9;6.85;428005.36;7.28;72680.49
901;4;31;2;8335934;8;9.23;1799068.33;6.08;79418.04
901;4;31;2;8336869;1;0.00;0.00;0.00;0.00
901;4;31;2;8337452;8;2.57;732203.01;3.40;46103.41
901;4;31;2;8338839;8;4.41;399901.74;4.07;50730.06
901;4;31;2;8340062;8;4.84;587356.60;5.20;61897.20
901;4;31;2;8340477;11;6.78;406246.83;7.33;73303.94
901;4;31;2;8342659;2;2.94;0.00;2.57;25247.44
901;4;31;2;8343593;5;6.66;1745348.22;2.69;33465.40
901;4;31;2;8343713;6;2.30;719837.65;3.11;42192.14
901;4;31;2;8343885;17;14.23;2918582.74;7.27;89432.74
901;4;31;2;8344729;4;1.84;0.00;0.45;3984.29
901;4;31;2;8345044;9;3.47;417933.23;4.09;47034.41
901;4;31;2;8347041;19;16.94;2224028.64;8.23;97970.66
901;4;31;2;8347686;8;3.37;713171.39;4.51;60966.20
901;4;31;2;8348922;1;0.00;0.00;0.00;0.00
901;4;31;2;8349836;10;8.23;609351.90;7.16;72271.04
901;4;31;2;8351786;13;14.77;240185.62;7.60;59135.05
901;4;31;2;8353717;4;3.15;0.00;1.90;27589.52
901;4;31;3;7975991;1;0.00;0.00;0.00;0.00
901;4;31;3;7976072;3;4.01;883408.42;5.08;52455.61
901;4;31;3;7978138;1;1.67;0.00;2.64;15533.74
901;4;31;3;7979162;1;0.00;0.00;0.00;0.00
901;4;31;3;7980002;1;0.00;0.00;0.46;12564.86
901;4;31;3;7980444;1;3.97;0.00;3.49;17671.90
901;4;31;3;7982907;1;3.97;0.00;3.49;17671.90
901;4;31;3;7983614;2;0.00;0.00;0.00;0.00
901;4;31;3;7986481;2;10.02;607762.07;9.38;75465.42
901;4;31;3;7987833;3;4.07;918744.64;6.18;58904.17
901;4;31;3;7991659;3;7.34;607762.07;5.16;46589.82
901;4;31;3;7993796;1;0.00;0.00;0.37;10195.16
901;4;31;3;7994342;3;5.62;0.00;3.95;30236.76
901;4;31;3;7998767;1;8.00;607762.07;6.12;56321.17
901;4;31;3;7999361;3;4.79;0.00;6.13;41943.96
901;4;31;3;8000688;4;2.43;205265.29;3.72;32508.27
901;4;31;3;8001901;2;3.97;0.00;3.95;30236.76
901;4;31;3;8005095;1;1.10;0.00;1.67;14561.81
901;4;31;3;8006010;3;0.00;0.00;0.00;0.00
901;4;31;3;8007851;4;9.71;607762.07;6.98;75673.69
901;4;31;3;8008914;1;1.67;0.00;2.64;15533.74
901;4;31;3;8009339;1;0.00;0.00;0.00;0.00
901;4;31;3;8011109;1;3.97;0.00;3.49;17671.90
901;4;31;3;8013319;1;0.00;0.00;0.00;0.00
901;4;31;3;8020539;3;7.66;632072.48;3.57;34202.80
901;4;31;3;8022760;1;3.97;0.00;3.49;17671.90
901;4;31;3;8022796;1;0.00;0.00;0.00;0.00
901;4;31;3;8024294;2;2.28;955494.39;4.74;50440.41
901;4;31;3;8025153;3;3.63;140668.94;5.09;28670.86
901;4;31;3;8026704;2;7.34;632072.48;5.16;46589.82
901;4;31;3;8028223;3;7.09;186376.14;6.75;36816.15
901;4;31;3;8028511;2;8.03;632072.48;6.37;47787.61
901;4;31;3;8031178;2;0.00;0.00;0.00;0.00
901;4;31;3;8031218;1;0.00;0.00;0.00;0.00
901;4;31;3;8035131;1;0.00;0.00;0.46;12564.86
901;4;31;3;8036918;3;5.36;0.00;5.57;31492.13
901;4;31;3;8039497;3;5.76;0.00;5.39;38700.52
901;4;31;3;8039979;1;0.00;0.00;0.00;0.00
901;4;31;3;8045861;2;3.97;0.00;3.95;30236.76
901;4;31;3;8048083;3;9.76;992758.72;9.76;67545.95
901;4;31;3;8049857;2;0.00;0.00;0.00;0.00
901;4;31;3;8052329;4;11.67;1649481.98;7.88;71231.29
901;4;31;3;8052336;1;3.97;0.00;3.49;17671.90
901;4;31;3;8056795;2;2.02;0.00;3.63;29339.41
901;4;31;3;8061247;2;7.34;682992.44;5.16;46589.82
901;4;31;3;8061265;2;1.33;152001.22;2.05;17946.46
901;4;31;3;8061949;3;6.45;0.00;8.19;44664.58
901;4;31;3;8062072;1;1.10;0.00;1.67;14561.81
901;4;31;3;8063129;2;0.00;0.00;0.00;0.00
901;4;31;3;8063454;2;5.30;0.00;5.54;35618.36
901;4;31;3;8065391;1;1.67;0.00;2.64;15533.74
901;4;31;3;8066920;3;0.00;0.00;0.00;0.00
901;4;31;3;8069453;3;6.01;703873.52;3.57;41208.22
901;4;31;3;8070121;4;9.25;682992.44;7.49;47768.05
901;4;31;3;8071830;1;1.10;0.00;1.67;14561.81
901;4;31;3;8073093;3;3.24;0.00;4.96;33969.94
901;4;31;3;8074021;1;0.00;0.00;0.46;12564.86
901;4;31;3;8074165;2;6.25;1032469.29;7.86;57917.15
901;4;31;3;8075418;1;0.00;0.00;0.00;0.00
901;4;31;3;8077611;1;1.10;0.00;1.67;14561.81
901;4;31;3;8077793;1;2.02;0.00;3.26;19144.25
901;4;31;3;8082621;3;3.19;152001.22;4.93;33706.06
901;4;31;3;8085769;3;0.07;152001.22;0.00;0.00
901;4;31;3;8086809;2;1.91;0.00;2.84;24837.93
901;4;31;3;8087749;2;0.00;0.00;0.00;0.00
901;4;31;3;8091221;1;1.67;0.00;2.64;15533.74
901;4;31;3;8093414;1;1.10;0.00;1.67;14561.81
901;4;31;3;8095438;3;9.65;713726.95;6.58;68886.03
901;4;31;3;8097548;3;9.65;713726.95;6.58;68886.03
901;4;31;3;8099075;1;0.00;0.00;0.00;0.00
901;4;31;3;8099565;3;9.65;713726.95;6.58;68886.03
901;4;31;3;8106680;1;3.97;0.00;3.49;17671.90
901;4;31;3;8107482;2;0.00;158841.27;0.46;12564.86
901;4;31;3;8108692;1;1.67;0.00;2.64;15533.74
901;4;31;3;8110911;6;7.13;1163926.14;9.38;72460.35
901;4;31;3;8110950;3;9.65;713726.95;6.58;68886.03
901;4;31;3;8114882;4;2.02;23864.10;3.26;19144.25
901;4;31;3;8115759;1;1.10;0.00;1.67;14561.81
901;4;31;3;8120530;1;1.67;0.00;2.64;15533.74
901;4;31;3;8120596;2;1.33;158841.27;2.05;17946.46
901;4;31;3;8121646;1;1.10;0.00;1.67;14561.81
901;4;31;3;8121802;1;0.00;0.00;0.46;12564.86
901;4;31;3;8123771;1;1.10;0.00;1.67;14561.81
901;4;31;3;8127479;1;1.67;0.00;2.64;15533.74
901;4;31;3;8128917;1;1.67;0.00;2.64;15533.74
901;4;31;3;8129484;3;7.46;1127481.92;8.91;65407.79
901;4;31;3;8130691;1;0.00;0.00;0.37;10195.16
901;4;31;3;8132889;1;3.97;0.00;3.49;17671.90
901;4;31;3;8134147;2;0.00;0.00;0.00;0.00
901;4;31;3;8136916;2;2.28;1127481.92;4.74;50440.41
901;4;31;3;8140451;1;1.33;0.00;2.05;17946.46
901;4;31;3;8140552;2;3.75;0.00;4.51;26495.70
901;4;31;3;8143714;1;0.00;0.00;0.00;0.00
901;4;31;3;8144912;1;3.97;0.00;3.49;17671.90
901;4;31;3;8145352;1;0.00;0.00;0.00;0.00
901;4;31;3;8149452;4;6.01;121229.60;3.57;41208.22
901;4;31;3;8149872;1;1.67;0.00;2.64;15533.74
901;4;31;3;8149901;3;0.00;0.00;0.00;0.00
901;4;31;3;8151455;4;12.44;745844.56;8.66;57774.20
901;4;31;3;8154694;2;0.00;0.00;0.00;0.00
901;4;31;3;8155543;2;0.00;0.00;0.00;0.00
901;4;31;3;8156132;3;9.65;745844.56;6.58;68886.03
901;4;31;3;8156163;1;1.10;0.00;1.67;14561.81
901;4;31;3;8157099;1;1.10;0.00;1.67;14561.81
901;4;31;3;8159756;1;1.33;0.00;2.05;17946.46
901;4;31;3;8160633;4;12.38;0.00;9.44;53336.42
901;4;31;3;8165838;2;1.10;0.00;1.67;14561.81
901;4;31;3;8166510;1;0.00;0.00;0.00;0.00
901;4;31;3;8167550;1;0.00;0.00;0.00;0.00
901;4;31;3;8168635;4;0.00;0.00;0.00;0.00
901;4;31;3;8168671;2;3.69;0.00;5.90;34677.99
901;4;31;3;8168714;2;0.00;23864.10;0.00;0.00
901;4;31;3;8168764;2;0.00;0.00;0.00;0.00
901;4;31;3;8170714;6;7.47;1307789.06;8.93;67064.02
901;4;31;3;8170832;1;0.00;0.00;0.00;0.00
901;4;31;3;8174551;3;6.01;766725.64;3.57;41208.22
901;4;31;3;8176357;1;0.00;0.00;0.46;12564.86
901;4;31;3;8176432;1;0.00;0.00;0.46;12564.86
901;4;31;3;8177200;4;7.80;800288.70;5.01;49671.98
901;4;31;3;8179322;4;0.00;0.00;0.00;0.00
901;4;31;3;8179362;1;1.67;0.00;2.64;15533.74
901;4;31;3;8180020;1;6.01;121229.60;3.11;28643.36
901;4;31;3;8183341;1;0.00;0.00;0.00;0.00
901;4;31;3;8188414;2;3.32;0.00;2.64;15533.74
901;4;31;3;8196729;4;7.60;12514.09;8.58;46342.76
901;4;31;3;8197002;1;0.00;0.00;0.00;0.00
901;4;31;3;8197015;2;6.01;822275.05;3.57;41208.22
901;4;31;3;8198971;2;3.97;0.00;3.95;30236.76
901;4;31;3;8199070;5;16.71;1571722.25;11.58;102438.61
901;4;31;3;8199646;5;7.72;33240.48;8.07;42279.72
901;4;31;3;8200918;2;0.00;0.00;0.00;0.00
901;4;31;3;8201217;1;0.00;0.00;0.00;0.00
901;4;31;3;8202575;3;2.28;1266884.87;4.74;50440.41
901;4;31;3;8203903;1;1.10;0.00;1.67;14561.81
901;4;31;3;8204391;1;0.00;0.00;0.00;0.00
901;4;31;3;8207699;1;0.00;0.00;0.00;0.00
901;4;31;3;8208091;1;1.67;0.00;2.64;15533.74
901;4;31;3;8208268;3;0.00;0.00;0.00;0.00
901;4;31;3;8209065;3;0.07;182998.83;0.00;0.00
901;4;31;3;8210985;1;0.00;0.00;0.46;12564.86
901;4;31;3;8213182;2;0.00;0.00;0.00;0.00
901;4;31;3;8215573;4;4.22;182998.83;5.16;40972.03
901;4;31;3;8215581;2;2.09;182998.83;3.26;19144.25
901;4;31;3;8215882;3;5.76;0.00;5.39;38700.52
901;4;31;3;8218244;1;2.02;0.00;3.26;19144.25
901;4;31;3;8220556;5;6.53;1464223.09;5.46;41965.67
901;4;31;3;8220638;2;0.00;0.00;0.00;0.00
901;4;31;3;8221371;1;0.00;0.00;0.46;12564.86
901;4;31;3;8221750;1;3.97;0.00;3.49;17671.90
901;4;31;3;8222583;6;7.46;1320579.07;8.91;65407.79
901;4;31;3;8222858;5;8.30;251766.20;4.48;49142.44
901;4;31;3;8225067;2;6.01;822275.05;3.57;41208.22
901;4;31;3;8227281;3;1.87;0.00;3.10;28098.60
901;4;31;3;8227399;4;7.02;362438.99;7.79;39451.29
901;4;31;3;8230452;1;1.67;0.00;2.64;15533.74
901;4;31;3;8232287;1;1.10;0.00;1.67;14561.81
901;4;31;3;8234044;1;2.02;0.00;3.26;19144.25
901;4;31;3;8237173;1;1.33;0.00;2.05;17946.46
901;4;31;3;8239215;2;0.00;0.00;0.00;0.00
901;4;31;3;8240072;3;0.00;0.00;0.00;0.00
901;4;31;3;8245303;1;3.97;0.00;3.49;17671.90
901;4;31;3;8245835;2;0.00;0.00;0.00;0.00
901;4;31;3;8247987;4;3.69;32813.13;5.90;34677.99
901;4;31;3;8248964;1;3.97;0.00;3.49;17671.90
901;4;31;3;8249804;2;5.99;0.00;6.75;36816.15
901;4;31;3;8254638;8;4.07;2101833.06;6.18;58904.17
901;4;31;3;8254694;2;2.08;0.00;3.66;25931.91
901;4;31;3;8255703;2;1.33;0.00;2.05;17946.46
